date,region,category,total_revenue,order_count,average_order_value
2025-01-25,South,Electronics,1276729.18,23,55509.96
2025-01-25,South,Grocery,1626846.33,28,58101.65
2025-01-25,South,Home & Kitchen,1439014.22,27,53296.82
2025-01-25,South,Sports,1621432.63,27,60053.06
2025-01-25,South,Toys,2051478.31,34,60337.6
2025-01-25,West,Beauty,1100085.59,32,34377.67
2025-01-25,West,Books,1049254.53,20,52462.73
2025-01-25,West,Clothing,925591.89,20,46279.59
2025-01-25,West,Electronics,1310405.93,22,59563.91
2025-01-25,West,Grocery,1541320.99,26,59281.58
2025-01-25,West,Home & Kitchen,853617.6,21,40648.46
2025-01-25,West,Sports,1616898.33,34,47555.83
2025-01-25,West,Toys,1236527.38,25,49461.1
2025-01-26,Central,Beauty,1989575.56,36,55265.99
2025-01-26,Central,Books,1357089.43,33,41123.92
2025-01-26,Central,Clothing,1526830.36,33,46267.59
2025-01-26,Central,Electronics,1682147.83,29,58005.1
2025-01-26,Central,Grocery,1531182.94,36,42532.86
2025-01-26,Central,Home & Kitchen,1931241.65,23,83967.03
2025-01-26,Central,Sports,1954832.48,36,54300.9
2025-01-26,Central,Toys,2017128.86,36,56031.36
2025-01-26,East,Beauty,1990639.17,30,66354.64
2025-01-26,East,Books,1917420.94,30,63914.03
2025-01-26,East,Clothing,1724305.04,24,71846.04
2025-01-26,East,Electronics,1654692.06,26,63642.0
2025-01-26,East,Grocery,1333612.63,26,51292.79
2025-01-26,East,Home & Kitchen,1845560.7,28,65912.88
2025-01-26,East,Sports,1051332.09,23,45710.09
2025-01-26,East,Toys,1402486.49,27,51943.94
2025-01-26,North,Beauty,2553410.84,35,72954.6
2025-01-26,North,Books,2229279.5,31,71912.24
2025-01-26,North,Clothing,1902754.98,34,55963.38
2025-01-26,North,Electronics,1596212.88,28,57007.6
2025-01-26,North,Grocery,1583927.33,33,47997.8
2025-01-26,North,Home & Kitchen,1858421.93,31,59949.09
2025-01-26,North,Sports,1428948.81,31,46095.12
2025-01-26,North,Toys,2245939.58,35,64169.7
2025-01-26,South,Beauty,1469409.34,29,50669.29
2025-01-26,South,Books,1154236.08,18,64124.23
2025-01-26,South,Clothing,1900673.36,26,73102.82
2025-01-26,South,Electronics,1035016.36,23,45000.71
2025-01-26,South,Grocery,1138380.67,23,49494.81
2025-01-26,South,Home & Kitchen,1036640.06,27,38394.08
2025-01-26,South,Sports,1126292.87,23,48969.26
2025-01-26,South,Toys,1096016.47,27,40593.2
2025-01-26,West,Beauty,1350466.68,25,54018.67
2025-01-26,West,Books,1464046.19,30,48801.54
2025-01-26,West,Clothing,1600604.34,25,64024.17
2025-01-26,West,Electronics,686679.37,15,45778.62
2025-01-26,West,Grocery,1813647.33,33,54959.01
2025-01-26,West,Home & Kitchen,1537552.44,28,54912.59
2025-01-26,West,Sports,1495238.18,32,46726.19
2025-01-26,West,Toys,1633161.28,24,68048.39
2025-01-27,Central,Beauty,1855281.58,31,59847.79
2025-01-27,Central,Books,1274297.51,24,53095.73
2025-01-27,Central,Clothing,1618268.78,30,53942.29
2025-01-27,Central,Electronics,1123749.57,23,48858.68
2025-01-27,Central,Grocery,1145816.05,26,44069.85
2025-01-27,Central,Home & Kitchen,1181806.33,22,53718.47
2025-01-27,Central,Sports,1026478.3,22,46658.1
2025-01-27,Central,Toys,1682169.06,30,56072.3
2025-01-27,East,Beauty,1469092.78,27,54410.84
2025-01-27,East,Books,1145025.68,29,39483.64
2025-01-27,East,Clothing,1334413.58,26,51323.6
2025-01-27,East,Electronics,1933145.01,31,62359.52
2025-01-27,East,Grocery,2088995.19,37,56459.33
2025-01-27,East,Home & Kitchen,864692.04,20,43234.6
2025-01-27,East,Sports,1738778.65,32,54336.83
2025-01-27,East,Toys,1269788.68,28,45349.6
2025-01-27,North,Beauty,1999688.64,39,51274.07
2025-01-27,North,Books,1527031.88,33,46273.69
2025-01-27,North,Clothing,1081642.32,22,49165.56
2025-01-27,North,Electronics,1257790.25,24,52407.93
2025-01-27,North,Grocery,1603675.19,30,53455.84
2025-01-27,North,Home & Kitchen,1446309.64,25,57852.39
2025-01-27,North,Sports,1797475.88,41,43840.88
2025-01-27,North,Toys,2250147.44,38,59214.41
2025-01-27,South,Beauty,1410597.98,30,47019.93
2025-01-27,South,Books,1210038.97,29,41725.48
2025-01-27,South,Clothing,1014746.85,23,44119.43
2025-01-27,South,Electronics,1663262.02,32,51976.94
2025-01-27,South,Grocery,1533663.42,36,42601.76
2025-01-27,South,Home & Kitchen,2137551.42,36,59376.43
2025-01-27,South,Sports,1945450.12,33,58953.03
2025-01-27,South,Toys,2337779.43,42,55661.42
2025-01-27,West,Beauty,1702851.12,39,43662.85
2025-01-27,West,Books,1637529.97,35,46786.57
2025-01-27,West,Clothing,1537782.16,27,56954.89
2025-01-27,West,Electronics,1101436.8,23,47888.56
2025-01-27,West,Grocery,1969770.3,39,50506.93
2025-01-27,West,Home & Kitchen,1736448.48,33,52619.65
2025-01-27,West,Sports,992230.99,27,36749.3
2025-01-27,West,Toys,1813449.84,33,54953.03
2025-01-28,Central,Beauty,1343158.32,30,44771.94
2025-01-28,Central,Books,2101621.45,29,72469.71
2025-01-28,Central,Clothing,2190375.23,41,53423.79
2025-01-28,Central,Electronics,1839944.49,29,63446.36
2025-01-28,Central,Grocery,1714426.45,32,53575.83
2025-01-28,Central,Home & Kitchen,1450209.45,30,48340.31
2025-01-28,Central,Sports,1093609.57,21,52076.65
2025-01-28,Central,Toys,1582639.91,31,51052.9
2025-01-28,East,Beauty,1051919.79,23,45735.64
2025-01-28,East,Books,1388469.97,29,47878.27
2025-01-28,East,Clothing,846115.81,21,40291.23
2025-01-28,East,Electronics,1286156.44,25,51446.26
2025-01-28,East,Grocery,2175924.83,33,65937.12
2025-01-28,East,Home & Kitchen,2363633.39,34,69518.63
2025-01-28,East,Sports,1711810.09,29,59027.93
2025-01-28,East,Toys,1466335.47,33,44434.41
2025-01-28,North,Beauty,1527213.63,26,58738.99
2025-01-28,North,Books,1874505.22,40,46862.63
2025-01-28,North,Clothing,1612562.78,30,53752.09
2025-01-28,North,Electronics,1859706.38,36,51658.51
2025-01-28,North,Grocery,1548993.69,34,45558.64
2025-01-28,North,Home & Kitchen,1308362.14,25,52334.49
2025-01-28,North,Sports,1815581.78,36,50432.83
2025-01-28,North,Toys,1858970.94,36,51638.08
2025-01-28,South,Beauty,864674.99,19,45509.21
2025-01-28,South,Books,1517391.26,27,56199.68
2025-01-28,South,Clothing,1291448.38,23,56149.93
2025-01-28,South,Electronics,1112315.3,21,52967.4
2025-01-28,South,Grocery,1209500.45,26,46519.25
2025-01-28,South,Home & Kitchen,938625.63,17,55213.27
2025-01-28,South,Sports,1483824.09,28,52993.72
2025-01-28,South,Toys,1363907.31,25,54556.29
2025-01-28,West,Beauty,2009501.65,37,54310.86
2025-01-28,West,Books,1484088.35,28,53003.16
2025-01-28,West,Clothing,1072554.34,22,48752.47
2025-01-28,West,Electronics,1546817.31,32,48338.04
2025-01-28,West,Grocery,1624818.8,25,64992.75
2025-01-28,West,Home & Kitchen,2150505.85,37,58121.78
2025-01-28,West,Sports,1311241.8,29,45215.23
2025-01-28,West,Toys,1486998.68,32,46468.71
2025-01-29,Central,Beauty,1830872.09,33,55480.97
2025-01-29,Central,Books,1136828.51,24,47367.85
2025-01-29,Central,Clothing,1408908.87,28,50318.17
2025-01-29,Central,Electronics,1266861.98,29,43684.9
2025-01-29,Central,Grocery,1420237.1,33,43037.49
2025-01-29,Central,Home & Kitchen,1532233.5,30,51074.45
2025-01-29,Central,Sports,1082563.29,25,43302.53
2025-01-29,Central,Toys,2437504.75,39,62500.12
2025-01-29,East,Beauty,1044666.55,27,38691.35
2025-01-29,East,Books,1334410.51,22,60655.02
2025-01-29,East,Clothing,1701785.59,28,60778.06
2025-01-29,East,Electronics,1809491.81,29,62396.27
2025-01-29,East,Grocery,1180149.4,24,49172.89
2025-01-29,East,Home & Kitchen,852948.23,24,35539.51
2025-01-29,East,Sports,2269417.88,33,68770.24
2025-01-29,East,Toys,1257529.79,30,41917.66
2025-01-29,North,Beauty,1858530.65,32,58079.08
2025-01-29,North,Books,1594394.85,31,51432.09
2025-01-29,North,Clothing,1450907.98,29,50031.31
2025-01-29,North,Electronics,1758375.45,28,62799.12
2025-01-29,North,Grocery,1989741.2,35,56849.75
2025-01-29,North,Home & Kitchen,1443082.01,33,43729.76
2025-01-29,North,Sports,1357369.77,28,48477.49
2025-01-29,North,Toys,1552184.84,31,50070.48
2025-01-29,South,Beauty,1402542.51,19,73818.03
2025-01-29,South,Books,1117406.43,24,46558.6
2025-01-29,South,Clothing,1585382.76,25,63415.31
2025-01-29,South,Electronics,1103689.75,25,44147.59
2025-01-29,South,Grocery,1395920.83,31,45029.7
2025-01-29,South,Home & Kitchen,1244675.38,25,49787.02
2025-01-29,South,Sports,1315897.85,27,48736.96
2025-01-29,South,Toys,1294432.21,21,61639.63
2025-01-29,West,Beauty,1208380.09,25,48335.2
2025-01-29,West,Books,1240581.32,24,51690.89
2025-01-29,West,Clothing,1710274.6,27,63343.5
2025-01-29,West,Electronics,1611403.67,28,57550.13
2025-01-29,West,Grocery,1420006.51,29,48965.74
2025-01-29,West,Home & Kitchen,1696755.43,28,60598.41
2025-01-29,West,Sports,993357.34,21,47302.73
2025-01-29,West,Toys,1331645.81,22,60529.36
2025-01-30,Central,Beauty,1257302.85,18,69850.16
2025-01-30,Central,Books,966019.69,21,46000.94
2025-01-30,Central,Clothing,1135022.28,27,42037.86
2025-01-30,Central,Electronics,1224506.04,26,47096.39
2025-01-30,Central,Grocery,1582549.74,26,60867.3
2025-01-30,Central,Home & Kitchen,1270212.73,29,43800.44
2025-01-30,Central,Sports,1031372.7,21,49112.99
2025-01-30,Central,Toys,2342565.77,34,68898.99
2025-01-30,East,Beauty,1114496.02,20,55724.8
2025-01-30,East,Books,1499895.94,22,68177.09
2025-01-30,East,Clothing,1204955.52,20,60247.78
2025-01-30,East,Electronics,1626434.33,32,50826.07
2025-01-30,East,Grocery,1370091.94,28,48931.85
2025-01-30,East,Home & Kitchen,1455859.4,22,66175.43
2025-01-30,East,Sports,1602734.34,30,53424.48
2025-01-30,East,Toys,2117742.56,39,54301.09
2025-01-30,North,Beauty,1679026.46,29,57897.46
2025-01-30,North,Books,1581740.04,31,51023.87
2025-01-30,North,Clothing,1538471.89,26,59172.0
2025-01-30,North,Electronics,1017694.66,20,50884.73
2025-01-30,North,Grocery,1479157.42,32,46223.67
2025-01-30,North,Home & Kitchen,1860243.49,34,54713.04
2025-01-30,North,Sports,1494820.38,31,48220.01
2025-01-30,North,Toys,1755414.89,28,62693.39
2025-01-30,South,Beauty,884437.64,19,46549.35
2025-01-30,South,Books,889885.46,18,49438.08
2025-01-30,South,Clothing,1070567.15,21,50979.39
2025-01-30,South,Electronics,1081681.7,24,45070.07
2025-01-30,South,Grocery,1807516.43,30,60250.55
2025-01-30,South,Home & Kitchen,751647.74,19,39560.41
2025-01-30,South,Sports,1225160.28,22,55689.1
2025-01-30,South,Toys,1394178.75,28,49792.1
2025-01-30,West,Beauty,1353919.01,19,71258.9
2025-01-30,West,Books,1276823.04,22,58037.41
2025-01-30,West,Clothing,827553.46,17,48679.62
2025-01-30,West,Electronics,1249561.48,25,49982.46
2025-01-30,West,Grocery,950925.67,20,47546.28
2025-01-30,West,Home & Kitchen,1179857.06,20,58992.85
2025-01-30,West,Sports,1006122.58,24,41921.77
2025-01-30,West,Toys,1049818.2,22,47719.01
2025-01-31,Central,Beauty,1620371.19,34,47657.98
2025-01-31,Central,Books,1513856.14,33,45874.43
2025-01-31,Central,Clothing,1549595.86,37,41880.97
2025-01-31,Central,Electronics,2173667.35,37,58747.77
2025-01-31,Central,Grocery,1426698.02,36,39630.5
2025-01-31,Central,Home & Kitchen,1613068.46,32,50408.39
2025-01-31,Central,Sports,1661322.81,31,53591.06
2025-01-31,Central,Toys,1817160.6,27,67302.24
2025-01-31,East,Beauty,1461496.33,29,50396.43
2025-01-31,East,Books,1556523.26,27,57649.01
2025-01-31,East,Clothing,1541803.9,32,48181.37
2025-01-31,East,Electronics,1222732.68,28,43669.02
2025-01-31,East,Grocery,1529190.12,24,63716.26
2025-01-31,East,Home & Kitchen,1202740.39,24,50114.18
2025-01-31,East,Sports,1404413.36,28,50157.62
2025-01-31,East,Toys,1596238.73,30,53207.96
2025-01-31,North,Beauty,1499212.13,31,48361.68
2025-01-31,North,Books,1248664.33,26,48025.55
2025-01-31,North,Clothing,1877080.35,32,58658.76
2025-01-31,North,Electronics,1639455.25,32,51232.98
2025-01-31,North,Grocery,1972232.59,34,58006.84
2025-01-31,North,Home & Kitchen,1252843.97,25,50113.76
2025-01-31,North,Sports,1329368.43,33,40283.89
2025-01-31,North,Toys,1394158.58,28,49791.38
2025-01-31,South,Beauty,837307.77,19,44068.83
2025-01-31,South,Books,1258204.31,28,44935.87
2025-01-31,South,Clothing,998478.1,20,49923.91
2025-01-31,South,Electronics,1291043.94,23,56132.35
2025-01-31,South,Grocery,1513810.68,24,63075.45
2025-01-31,South,Home & Kitchen,1786885.91,30,59562.86
2025-01-31,South,Sports,1339132.02,28,47826.14
2025-01-31,South,Toys,1113928.1,21,53044.2
2025-01-31,West,Beauty,1074990.74,21,51190.04
2025-01-31,West,Books,749258.34,20,37462.92
2025-01-31,West,Clothing,1429638.76,26,54986.11
2025-01-31,West,Electronics,1498831.49,23,65166.59
2025-01-31,West,Grocery,1132452.26,21,53926.3
2025-01-31,West,Home & Kitchen,1257766.4,22,57171.2
2025-01-31,West,Sports,1112926.38,24,46371.93
2025-01-31,West,Toys,761622.37,17,44801.32
2025-02-01,Central,Beauty,733642.73,20,36682.14
2025-02-01,Central,Books,1327991.22,18,73777.29
2025-02-01,Central,Clothing,656524.39,14,46894.6
2025-02-01,Central,Electronics,987481.98,19,51972.74
2025-02-01,Central,Grocery,1292611.98,23,56200.52
2025-02-01,Central,Home & Kitchen,690466.41,19,36340.34
2025-02-01,Central,Sports,927111.27,19,48795.33
2025-02-01,Central,Toys,1004214.32,19,52853.39
2025-02-01,East,Beauty,1786689.75,31,57635.15
2025-02-01,East,Books,915807.05,17,53871.0
2025-02-01,East,Clothing,1354479.03,26,52095.35
2025-02-01,East,Electronics,1233809.8,21,58752.85
2025-02-01,East,Grocery,912523.58,23,39674.94
2025-02-01,East,Home & Kitchen,1535903.93,27,56885.33
2025-02-01,East,Sports,1310942.72,29,45204.92
2025-02-01,East,Toys,574744.32,20,28737.22
2025-02-01,North,Beauty,1079224.63,25,43168.99
2025-02-01,North,Books,1167721.8,25,46708.87
2025-02-01,North,Clothing,1269675.39,28,45345.55
2025-02-01,North,Electronics,1435467.66,29,49498.88
2025-02-01,North,Grocery,1228524.4,24,51188.52
2025-02-01,North,Home & Kitchen,1710193.2,24,71258.05
2025-02-01,North,Sports,1269668.89,21,60460.42
2025-02-01,North,Toys,1501566.22,31,48437.62
2025-02-01,South,Beauty,1725438.2,29,59497.87
2025-02-01,South,Books,1673317.0,29,57700.59
2025-02-01,South,Clothing,1255362.71,30,41845.42
2025-02-01,South,Electronics,1710512.71,30,57017.09
2025-02-01,South,Grocery,1475208.5,31,47587.37
2025-02-01,South,Home & Kitchen,986514.13,21,46976.86
2025-02-01,South,Sports,1892375.89,29,65254.34
2025-02-01,South,Toys,1411475.22,32,44108.6
2025-02-01,West,Beauty,2075049.23,36,57640.26
2025-02-01,West,Books,1687248.85,29,58180.99
2025-02-01,West,Clothing,1931725.85,39,49531.43
2025-02-01,West,Electronics,1737390.84,29,59910.03
2025-02-01,West,Grocery,1399346.69,29,48253.33
2025-02-01,West,Home & Kitchen,1696966.97,36,47137.97
2025-02-01,West,Sports,1678840.73,35,47966.88
2025-02-01,West,Toys,2201506.95,43,51197.84
2025-02-02,Central,Beauty,1302692.84,27,48247.88
2025-02-02,Central,Books,995811.79,22,45264.17
2025-02-02,Central,Clothing,1333290.67,25,53331.63
2025-02-02,Central,Electronics,1087868.26,19,57256.22
2025-02-02,Central,Grocery,1241231.2,31,40039.72
2025-02-02,Central,Home & Kitchen,1758226.08,24,73259.42
2025-02-02,Central,Sports,1524635.08,31,49181.78
2025-02-02,Central,Toys,1760821.09,30,58694.04
2025-02-02,East,Beauty,1782399.25,29,61462.04
2025-02-02,East,Books,1713366.23,29,59081.59
2025-02-02,East,Clothing,954158.26,24,39756.59
2025-02-02,East,Electronics,1364263.17,32,42633.22
2025-02-02,East,Grocery,1830191.8,35,52291.19
2025-02-02,East,Home & Kitchen,2124980.32,32,66405.64
2025-02-02,East,Sports,1500184.54,34,44123.07
2025-02-02,East,Toys,1723695.63,32,53865.49
2025-02-02,North,Beauty,1051134.5,18,58396.36
2025-02-02,North,Books,1226996.77,24,51124.87
2025-02-02,North,Clothing,1402112.49,21,66767.26
2025-02-02,North,Electronics,753961.82,14,53854.42
2025-02-02,North,Grocery,1030044.87,18,57224.72
2025-02-02,North,Home & Kitchen,970709.05,19,51089.95
2025-02-02,North,Sports,1053665.6,18,58536.98
2025-02-02,North,Toys,1237051.6,30,41235.05
2025-02-02,South,Beauty,1763689.34,31,56893.2
2025-02-02,South,Books,1816059.7,33,55032.11
2025-02-02,South,Clothing,1326934.09,19,69838.64
2025-02-02,South,Electronics,1306763.39,25,52270.54
2025-02-02,South,Grocery,1407446.49,24,58643.6
2025-02-02,South,Home & Kitchen,1359790.22,30,45326.34
2025-02-02,South,Sports,1887505.77,31,60887.28
2025-02-02,South,Toys,1339184.16,27,49599.41
2025-02-02,West,Beauty,1191192.35,22,54145.11
2025-02-02,West,Books,646190.16,23,28095.22
2025-02-02,West,Clothing,1630685.44,23,70899.37
2025-02-02,West,Electronics,1474892.34,24,61453.85
2025-02-02,West,Grocery,1674933.61,28,59819.06
2025-02-02,West,Home & Kitchen,1468580.57,30,48952.69
2025-02-02,West,Sports,1321542.32,26,50828.55
2025-02-02,West,Toys,1731831.77,31,55865.54
2025-02-03,Central,Beauty,1241357.93,26,47744.54
2025-02-03,Central,Books,1342905.87,25,53716.23
2025-02-03,Central,Clothing,1152734.98,22,52397.04
2025-02-03,Central,Electronics,1478753.46,24,61614.73
2025-02-03,Central,Grocery,1520004.55,31,49032.4
2025-02-03,Central,Home & Kitchen,1263466.14,22,57430.28
2025-02-03,Central,Sports,932903.8,27,34551.99
2025-02-03,Central,Toys,1544687.72,36,42907.99
2025-02-03,East,Beauty,1583872.85,30,52795.76
2025-02-03,East,Books,1919476.69,31,61918.6
2025-02-03,East,Clothing,1630601.06,29,56227.62
2025-02-03,East,Electronics,1473479.37,30,49115.98
2025-02-03,East,Grocery,1436182.69,30,47872.76
2025-02-03,East,Home & Kitchen,1519252.35,30,50641.75
2025-02-03,East,Sports,1372097.92,32,42878.06
2025-02-03,East,Toys,2088659.81,37,56450.27
2025-02-03,North,Beauty,952799.99,26,36646.15
2025-02-03,North,Books,1585734.26,28,56633.37
2025-02-03,North,Clothing,1039343.32,21,49492.54
2025-02-03,North,Electronics,1097727.32,28,39204.55
2025-02-03,North,Grocery,1840480.26,22,83658.19
2025-02-03,North,Home & Kitchen,1143127.44,29,39418.19
2025-02-03,North,Sports,1391218.02,27,51526.59
2025-02-03,North,Toys,1731037.63,34,50912.87
2025-02-03,South,Beauty,1403715.92,29,48404.0
2025-02-03,South,Books,1122961.71,24,46790.07
2025-02-03,South,Clothing,1332239.93,24,55510.0
2025-02-03,South,Electronics,1431213.76,24,59633.91
2025-02-03,South,Grocery,1182378.49,25,47295.14
2025-02-03,South,Home & Kitchen,821315.79,19,43227.15
2025-02-03,South,Sports,898816.62,21,42800.79
2025-02-03,South,Toys,1139347.9,25,45573.92
2025-02-03,West,Beauty,1174687.78,26,45180.3
2025-02-03,West,Books,1023616.08,22,46528.0
2025-02-03,West,Clothing,1652216.31,26,63546.78
2025-02-03,West,Electronics,2061317.52,38,54245.2
2025-02-03,West,Grocery,1939727.59,33,58779.62
2025-02-03,West,Home & Kitchen,2008309.88,37,54278.65
2025-02-03,West,Sports,1136964.02,26,43729.39
2025-02-03,West,Toys,1111932.3,24,46330.51
2025-02-04,Central,Beauty,1212529.13,21,57739.48
2025-02-04,Central,Books,1419226.04,23,61705.48
2025-02-04,Central,Clothing,1390534.39,26,53482.09
2025-02-04,Central,Electronics,1930610.79,29,66572.79
2025-02-04,Central,Grocery,1630097.5,24,67920.73
2025-02-04,Central,Home & Kitchen,1358146.38,27,50301.72
2025-02-04,Central,Sports,1128578.23,22,51299.01
2025-02-04,Central,Toys,2023012.76,31,65258.48
2025-02-04,East,Beauty,1260799.27,30,42026.64
2025-02-04,East,Books,1662313.13,26,63935.12
2025-02-04,East,Clothing,1635662.55,26,62910.1
2025-02-04,East,Electronics,1353160.82,28,48327.17
2025-02-04,East,Grocery,2022218.17,31,65232.84
2025-02-04,East,Home & Kitchen,1322761.53,28,47241.48
2025-02-04,East,Sports,1058739.21,26,40720.74
2025-02-04,East,Toys,2086905.24,32,65215.79
2025-02-04,North,Beauty,980295.6,24,40845.65
2025-02-04,North,Books,758223.12,17,44601.36
2025-02-04,North,Clothing,1029499.73,23,44760.86
2025-02-04,North,Electronics,1218665.48,22,55393.89
2025-02-04,North,Grocery,994659.74,18,55258.87
2025-02-04,North,Home & Kitchen,1083599.7,24,45149.99
2025-02-04,North,Sports,1315379.68,22,59789.99
2025-02-04,North,Toys,1437904.72,22,65359.31
2025-02-04,South,Beauty,1119358.59,28,39977.09
2025-02-04,South,Books,1517017.74,32,47406.8
2025-02-04,South,Clothing,2260440.68,37,61092.99
2025-02-04,South,Electronics,1626862.54,30,54228.75
2025-02-04,South,Grocery,1493931.43,32,46685.36
2025-02-04,South,Home & Kitchen,1618290.18,27,59936.67
2025-02-04,South,Sports,1589255.36,34,46742.8
2025-02-04,South,Toys,1620100.73,25,64804.03
2025-02-04,West,Beauty,974434.62,21,46401.65
2025-02-04,West,Books,848360.76,22,38561.85
2025-02-04,West,Clothing,1332862.61,28,47602.24
2025-02-04,West,Electronics,1473649.06,25,58945.96
2025-02-04,West,Grocery,1409914.77,27,52219.07
2025-02-04,West,Home & Kitchen,1229514.72,19,64711.3
2025-02-04,West,Sports,1810968.3,36,50304.68
2025-02-04,West,Toys,984904.54,24,41037.69
2025-02-05,Central,Beauty,2150486.13,31,69370.52
2025-02-05,Central,Books,1409980.1,33,42726.67
2025-02-05,Central,Clothing,1760005.46,33,53333.5
2025-02-05,Central,Electronics,2312364.17,40,57809.1
2025-02-05,Central,Grocery,1694579.51,39,43450.76
2025-02-05,Central,Home & Kitchen,2466032.4,42,58715.06
2025-02-05,Central,Sports,2157189.05,37,58302.41
2025-02-05,Central,Toys,1568141.15,41,38247.35
2025-02-05,East,Beauty,1406739.91,26,54105.38
2025-02-05,East,Books,1888086.28,37,51029.36
2025-02-05,East,Clothing,2069406.15,35,59125.89
2025-02-05,East,Electronics,1537600.29,28,54914.3
2025-02-05,East,Grocery,1527638.23,35,43646.81
2025-02-05,East,Home & Kitchen,2476974.77,40,61924.37
2025-02-05,East,Sports,1976598.19,33,59896.91
2025-02-05,East,Toys,2307573.63,34,67869.81
2025-02-05,North,Beauty,1137902.64,18,63216.81
2025-02-05,North,Books,1378680.13,28,49238.58
2025-02-05,North,Clothing,956840.01,22,43492.73
2025-02-05,North,Electronics,1064526.02,27,39426.89
2025-02-05,North,Grocery,1414405.44,26,54400.21
2025-02-05,North,Home & Kitchen,1175270.49,23,51098.72
2025-02-05,North,Sports,1256505.08,28,44875.18
2025-02-05,North,Toys,1298547.36,25,51941.89
2025-02-05,South,Beauty,1666867.1,29,57478.18
2025-02-05,South,Books,816823.42,20,40841.17
2025-02-05,South,Clothing,1052076.29,26,40464.47
2025-02-05,South,Electronics,680558.89,20,34027.94
2025-02-05,South,Grocery,1277036.02,27,47297.63
2025-02-05,South,Home & Kitchen,673577.22,14,48112.66
2025-02-05,South,Sports,1034107.15,26,39773.35
2025-02-05,South,Toys,1421236.26,32,44413.63
2025-02-05,West,Beauty,1456296.64,31,46977.31
2025-02-05,West,Books,1397162.62,35,39918.93
2025-02-05,West,Clothing,984510.57,22,44750.48
2025-02-05,West,Electronics,1067565.2,23,46415.88
2025-02-05,West,Grocery,1158839.51,27,42919.98
2025-02-05,West,Home & Kitchen,1839135.56,32,57472.99
2025-02-05,West,Sports,1490555.97,26,57329.08
2025-02-05,West,Toys,1629008.69,35,46543.11
2025-02-06,Central,Beauty,1449539.64,29,49984.13
2025-02-06,Central,Books,1125904.25,20,56295.21
2025-02-06,Central,Clothing,1019572.73,20,50978.64
2025-02-06,Central,Electronics,773696.96,21,36842.71
2025-02-06,Central,Grocery,1555237.74,25,62209.51
2025-02-06,Central,Home & Kitchen,1788398.55,31,57690.28
2025-02-06,Central,Sports,1752413.1,35,50068.95
2025-02-06,Central,Toys,2275065.91,37,61488.27
2025-02-06,East,Beauty,1962310.35,39,50315.65
2025-02-06,East,Books,1567107.73,27,58041.03
2025-02-06,East,Clothing,1576849.86,31,50866.12
2025-02-06,East,Electronics,1376235.8,29,47456.41
2025-02-06,East,Grocery,1422969.97,35,40656.28
2025-02-06,East,Home & Kitchen,1962564.38,35,56073.27
2025-02-06,East,Sports,1307254.6,28,46687.66
2025-02-06,East,Toys,1965043.51,40,49126.09
2025-02-06,North,Beauty,1179945.43,20,58997.27
2025-02-06,North,Books,1369884.86,29,47237.41
2025-02-06,North,Clothing,1750490.35,27,64832.98
2025-02-06,North,Electronics,1140603.4,22,51845.61
2025-02-06,North,Grocery,1699713.04,38,44729.29
2025-02-06,North,Home & Kitchen,1500272.63,23,65229.24
2025-02-06,North,Sports,2026998.95,31,65387.06
2025-02-06,North,Toys,1210537.51,27,44834.72
2025-02-06,South,Beauty,1090973.05,23,47433.61
2025-02-06,South,Books,1139650.31,21,54269.06
2025-02-06,South,Clothing,1087625.06,25,43505.0
2025-02-06,South,Electronics,1085557.45,15,72370.5
2025-02-06,South,Grocery,1330648.44,26,51178.79
2025-02-06,South,Home & Kitchen,990885.83,25,39635.43
2025-02-06,South,Sports,2187993.47,34,64352.75
2025-02-06,South,Toys,1251833.71,26,48147.45
2025-02-06,West,Beauty,1375994.44,21,65523.54
2025-02-06,West,Books,1662145.6,25,66485.82
2025-02-06,West,Clothing,1131806.83,28,40421.67
2025-02-06,West,Electronics,1927043.44,33,58395.26
2025-02-06,West,Grocery,1294096.33,26,49772.94
2025-02-06,West,Home & Kitchen,1414972.29,30,47165.74
2025-02-06,West,Sports,1579272.72,26,60741.26
2025-02-06,West,Toys,1815871.99,32,56746.0
2025-02-07,Central,Beauty,1074606.33,22,48845.74
2025-02-07,Central,Books,944889.07,21,44994.72
2025-02-07,Central,Clothing,1310475.61,23,56977.2
2025-02-07,Central,Electronics,1357326.41,21,64634.59
2025-02-07,Central,Grocery,783883.91,17,46110.82
2025-02-07,Central,Home & Kitchen,1081922.22,18,60106.79
2025-02-07,Central,Sports,1122235.52,19,59065.03
2025-02-07,Central,Toys,1394235.34,28,49794.12
2025-02-07,East,Beauty,2114218.83,39,54210.74
2025-02-07,East,Books,1801091.65,35,51459.76
2025-02-07,East,Clothing,2083240.08,33,63128.49
2025-02-07,East,Electronics,1370109.4,29,47245.15
2025-02-07,East,Grocery,1851626.15,35,52903.6
2025-02-07,East,Home & Kitchen,1471396.43,30,49046.55
2025-02-07,East,Sports,1605825.26,32,50182.04
2025-02-07,East,Toys,1743972.65,35,49827.79
2025-02-07,North,Beauty,1391128.25,19,73217.28
2025-02-07,North,Books,1102618.55,22,50119.03
2025-02-07,North,Clothing,1814134.14,30,60471.14
2025-02-07,North,Electronics,1402015.14,22,63727.96
2025-02-07,North,Grocery,1102302.0,27,40826.0
2025-02-07,North,Home & Kitchen,1279411.53,20,63970.58
