sku_id,product_name,category,warehouse_id,stock_quantity,reorder_level,unit_cost,demand_30_day,stock_status,reorder_flag,inventory_value
SKU00927,Streamlined mobile database,Electronics,WH-MUM,405.0,33.0,8413.52,248.0,overstock,NO,3407475.6
SKU00928,Expanded contextually-based leverage,Sports,WH-HYD,62.0,53.0,3271.61,211.0,healthy,NO,202839.82
SKU00929,Synergistic asynchronous website,Grocery,WH-CHE,1805.0,98.0,4432.63,235.0,overstock,NO,8000897.15
SKU00930,Future-proofed demand-driven interface,Books,WH-MUM,1333.0,41.0,9364.62,223.0,overstock,NO,12483038.46
SKU00931,Face-to-face grid-enabled secured line,Beauty,WH-CHE,10.0,73.0,9016.69,267.0,below_reorder,YES,90166.9
SKU00932,Horizontal methodical middleware,Home & Kitchen,WH-BLR,1821.0,79.0,7892.75,193.0,overstock,NO,14372697.75
SKU00933,Persistent homogeneous attitude,Beauty,WH-BLR,691.0,55.0,8278.62,217.0,overstock,NO,5720526.42
SKU00934,Multi-lateral analyzing info-mediaries,Clothing,WH-DEL,1575.0,83.0,3213.02,161.0,overstock,NO,5060506.5
SKU00935,Grass-roots mobile help-desk,Electronics,WH-BLR,1882.0,76.0,14459.64,210.0,overstock,NO,27213042.48
SKU00936,Organic disintermediate functionalities,Books,WH-CHE,1111.0,36.0,6454.07,203.0,overstock,NO,7170471.77
SKU00937,Persevering client-server leverage,Grocery,WH-CHE,1798.0,91.0,2972.01,240.0,overstock,NO,5343673.98
SKU00938,Sharable 4thgeneration attitude,Home & Kitchen,WH-DEL,1089.0,14.0,14295.07,226.0,overstock,NO,15567331.23
SKU00939,Public-key context-sensitive archive,Books,WH-BLR,899.0,76.0,6197.36,187.0,overstock,NO,5571426.64
SKU00940,Profound mobile time-frame,Toys,WH-BLR,1637.0,76.0,6345.32,241.0,overstock,NO,10387288.84
SKU00941,Visionary clear-thinking data-warehouse,Grocery,WH-DEL,544.0,60.0,14158.77,193.0,overstock,NO,7702370.88
SKU00942,Optional 6thgeneration synergy,Grocery,WH-DEL,266.0,61.0,11512.52,184.0,overstock,NO,3062330.32
SKU00943,Diverse value-added application,Clothing,WH-MUM,706.0,83.0,6887.66,121.0,overstock,NO,4862687.96
SKU00944,Reactive transitional moratorium,Grocery,WH-BLR,249.0,55.0,6024.56,237.0,overstock,NO,1500115.44
SKU00945,Enhanced zero-defect superstructure,Sports,WH-DEL,211.0,44.0,122.82,249.0,overstock,NO,25915.02
SKU00946,Open-source non-volatile monitoring,Clothing,WH-CHE,365.0,24.0,5579.58,207.0,overstock,NO,2036546.7
SKU00947,User-centric leadingedge support,Books,WH-DEL,1826.0,19.0,10560.56,237.0,overstock,NO,19283582.56
SKU00948,Exclusive intermediate open system,Toys,WH-HYD,628.0,13.0,1818.03,229.0,overstock,NO,1141722.84
SKU00949,Fundamental radical access,Toys,WH-CHE,1057.0,31.0,1188.11,177.0,overstock,NO,1255832.27
SKU00950,Fundamental even-keeled Internet solution,Electronics,WH-BLR,699.0,100.0,11751.28,179.0,overstock,NO,8214144.72
SKU00951,Profound mobile open system,Sports,WH-BLR,718.0,32.0,5717.3,230.0,overstock,NO,4105021.4
SKU00952,Enterprise-wide solution-oriented Local Area Netwo,Books,WH-BLR,1542.0,39.0,5727.63,302.0,overstock,NO,8832005.46
SKU00953,Innovative well-modulated matrix,Grocery,WH-DEL,546.0,35.0,1388.1,244.0,overstock,NO,757902.6
SKU00954,Phased holistic service-desk,Sports,WH-BLR,644.0,53.0,9496.66,177.0,overstock,NO,6115849.04
SKU00955,Team-oriented client-server time-frame,Beauty,WH-HYD,1613.0,13.0,10134.78,229.0,overstock,NO,16347400.14
SKU00956,Down-sized background task-force,Books,WH-DEL,1743.0,21.0,14887.52,246.0,overstock,NO,25948947.36
SKU00957,Fundamental local capability,Toys,WH-MUM,281.0,73.0,9670.76,228.0,overstock,NO,2717483.56
SKU00958,Optional actuating open architecture,Books,WH-CHE,0.0,70.0,14531.68,222.0,stockout,YES,0.0
SKU00959,Fundamental holistic circuit,Home & Kitchen,WH-HYD,1334.0,36.0,10372.46,271.0,overstock,NO,13836861.64
SKU00960,Ergonomic 24hour challenge,Books,WH-DEL,1347.0,84.0,8049.44,140.0,overstock,NO,10842595.68
SKU00961,Robust upward-trending secured line,Grocery,WH-CHE,1617.0,34.0,371.07,195.0,overstock,NO,600020.19
SKU00962,Optimized bottom-line middleware,Electronics,WH-CHE,1238.0,20.0,11724.34,155.0,overstock,NO,14514732.92
SKU00963,Realigned value-added circuit,Beauty,WH-DEL,232.0,34.0,545.54,222.0,overstock,NO,126565.28
SKU00964,Front-line responsive intranet,Sports,WH-DEL,1543.0,40.0,12849.18,252.0,overstock,NO,19826284.74
SKU00965,Robust client-server circuit,Sports,WH-HYD,386.0,69.0,8451.5,241.0,overstock,NO,3262279.0
SKU00966,User-centric incremental workforce,Electronics,WH-HYD,353.0,83.0,10380.86,206.0,overstock,NO,3664443.58
SKU00967,Public-key actuating protocol,Beauty,WH-BLR,254.0,33.0,13150.28,180.0,overstock,NO,3340171.12
SKU00968,Exclusive intangible support,Beauty,WH-HYD,1255.0,64.0,3863.49,219.0,overstock,NO,4848679.95
SKU00969,Visionary logistical Local Area Network,Beauty,WH-DEL,1710.0,99.0,4440.57,189.0,overstock,NO,7593374.7
SKU00970,Cross-platform 24/7 approach,Beauty,WH-HYD,267.0,53.0,12678.88,228.0,overstock,NO,3385260.96
SKU00971,Centralized 4thgeneration superstructure,Electronics,WH-HYD,229.0,18.0,14510.08,204.0,overstock,NO,3322808.32
SKU00972,Multi-lateral global help-desk,Grocery,WH-HYD,626.0,84.0,3110.17,219.0,overstock,NO,1946966.42
SKU00973,Future-proofed non-volatile solution,Beauty,WH-BLR,479.0,96.0,8796.88,136.0,overstock,NO,4213705.52
SKU00974,Intuitive modular customer loyalty,Toys,WH-MUM,1128.0,30.0,10688.4,260.0,overstock,NO,12056515.2
SKU00975,Customizable discrete framework,Sports,WH-CHE,1053.0,72.0,13646.23,184.0,overstock,NO,14369480.19
SKU00976,Versatile interactive algorithm,Electronics,WH-DEL,911.0,69.0,842.66,255.0,overstock,NO,767663.26
SKU00977,Distributed modular solution,Clothing,WH-CHE,1458.0,46.0,1925.48,209.0,overstock,NO,2807349.84
SKU00978,Quality-focused intermediate migration,Beauty,WH-DEL,1949.0,40.0,6754.65,267.0,overstock,NO,13164812.85
SKU00979,Versatile bifurcated adapter,Sports,WH-CHE,1593.0,48.0,13115.65,249.0,overstock,NO,20893230.45
SKU00980,Digitized asynchronous matrices,Sports,WH-BLR,1886.0,32.0,1393.44,172.0,overstock,NO,2628027.84
SKU00981,Ameliorated logistical instruction set,Books,WH-MUM,718.0,79.0,4735.02,308.0,overstock,NO,3399744.36
SKU00982,Future-proofed incremental paradigm,Books,WH-CHE,1381.0,70.0,7276.73,201.0,overstock,NO,10049164.13
SKU00983,Total client-driven knowledgebase,Toys,WH-CHE,1175.0,25.0,9893.6,196.0,overstock,NO,11624980.0
SKU00984,Down-sized tertiary encryption,Electronics,WH-BLR,849.0,58.0,13778.64,173.0,overstock,NO,11698065.36
SKU00985,Face-to-face responsive product,Grocery,WH-DEL,967.0,20.0,14261.25,233.0,overstock,NO,13790628.75
SKU00986,Centralized actuating solution,Home & Kitchen,WH-DEL,1492.0,77.0,13258.8,238.0,overstock,NO,19782129.6
SKU00987,Digitized asynchronous benchmark,Electronics,WH-CHE,1068.0,45.0,10143.28,200.0,overstock,NO,10833023.04
SKU00988,Proactive multimedia infrastructure,Electronics,WH-DEL,1181.0,24.0,7340.24,222.0,overstock,NO,8668823.44
SKU00989,Persistent discrete circuit,Clothing,WH-HYD,1910.0,42.0,1187.2,157.0,overstock,NO,2267552.0
SKU00990,Universal disintermediate challenge,Toys,WH-DEL,167.0,84.0,10702.83,206.0,healthy,NO,1787372.61
SKU00991,Business-focused 4thgeneration leverage,Books,WH-HYD,0.0,56.0,952.24,192.0,stockout,YES,0.0
SKU00992,Multi-lateral logistical artificial intelligence,Home & Kitchen,WH-HYD,618.0,37.0,10985.24,207.0,overstock,NO,6788878.32
SKU00993,Mandatory systemic artificial intelligence,Beauty,WH-MUM,378.0,73.0,14552.52,213.0,overstock,NO,5500852.56
SKU00994,Multi-channeled intermediate process improvement,Sports,WH-HYD,1717.0,68.0,8415.54,204.0,overstock,NO,14449482.18
SKU00995,Organic bottom-line framework,Electronics,WH-DEL,1147.0,90.0,7057.91,223.0,overstock,NO,8095422.77
SKU00996,Vision-oriented coherent secured line,Beauty,WH-DEL,684.0,30.0,3671.64,245.0,overstock,NO,2511401.76
SKU00997,Decentralized static knowledge user,Electronics,WH-MUM,334.0,61.0,8281.49,244.0,overstock,NO,2766017.66
SKU00998,Digitized didactic customer loyalty,Electronics,WH-HYD,1363.0,62.0,9236.85,221.0,overstock,NO,12589826.55
SKU00999,Assimilated mission-critical complexity,Home & Kitchen,WH-MUM,738.0,80.0,8140.08,203.0,overstock,NO,6007379.04
SKU01000,Implemented mobile data-warehouse,Beauty,WH-BLR,839.0,61.0,6917.64,263.0,overstock,NO,5803899.96
SKU01001,Focused motivating process improvement,Home & Kitchen,WH-DEL,1573.0,11.0,14627.62,191.0,overstock,NO,23009246.26
SKU01002,Virtual responsive complexity,Grocery,WH-CHE,1550.0,12.0,193.91,183.0,overstock,NO,300560.5
SKU01003,Assimilated contextually-based concept,Electronics,WH-CHE,998.0,17.0,12170.6,176.0,overstock,NO,12146258.8
SKU01004,Centralized heuristic model,Toys,WH-HYD,1443.0,84.0,13789.78,181.0,overstock,NO,19898652.54
SKU01005,Integrated intermediate function,Home & Kitchen,WH-DEL,1639.0,83.0,596.94,161.0,overstock,NO,978384.66
SKU01006,User-centric 6thgeneration projection,Books,WH-CHE,555.0,29.0,4130.79,293.0,overstock,NO,2292588.45
SKU01007,Profit-focused empowering firmware,Grocery,WH-HYD,1107.0,62.0,10851.92,199.0,overstock,NO,12013075.44
SKU01008,Decentralized neutral system engine,Toys,WH-HYD,1745.0,46.0,5246.82,218.0,overstock,NO,9155700.9
SKU01009,Adaptive local access,Beauty,WH-MUM,904.0,64.0,5954.77,153.0,overstock,NO,5383112.08
SKU01010,Reduced regional throughput,Toys,WH-DEL,565.0,86.0,5438.74,193.0,overstock,NO,3072888.1
SKU01011,Up-sized real-time task-force,Home & Kitchen,WH-CHE,914.0,44.0,7557.07,205.0,overstock,NO,6907161.98
SKU01012,Cloned multi-tasking emulation,Grocery,WH-DEL,7.0,34.0,8682.05,217.0,below_reorder,YES,60774.35
SKU01013,Inverse value-added budgetary management,Beauty,WH-MUM,1545.0,17.0,11482.48,230.0,overstock,NO,17740431.6
SKU01014,Enhanced maximized budgetary management,Toys,WH-CHE,813.0,38.0,14625.78,325.0,overstock,NO,11890759.14
SKU01015,Self-enabling upward-trending collaboration,Books,WH-HYD,1522.0,94.0,1918.86,259.0,overstock,NO,2920504.92
SKU01016,Expanded coherent service-desk,Beauty,WH-BLR,1897.0,66.0,2618.87,223.0,overstock,NO,4967996.39
SKU01017,Optional tangible model,Books,WH-DEL,1864.0,69.0,201.13,132.0,overstock,NO,374906.32
SKU01018,Enhanced bifurcated contingency,Electronics,WH-BLR,465.0,21.0,10999.99,228.0,overstock,NO,5114995.35
SKU01019,Ergonomic optimal firmware,Beauty,WH-BLR,304.0,69.0,2242.24,244.0,overstock,NO,681640.96
SKU01020,Team-oriented bottom-line success,Grocery,WH-BLR,256.0,100.0,5553.03,182.0,healthy,NO,1421575.68
SKU01021,Enhanced local utilization,Books,WH-CHE,1296.0,85.0,7258.71,206.0,overstock,NO,9407288.16
SKU01022,Automated contextually-based circuit,Electronics,WH-MUM,733.0,61.0,10815.82,232.0,overstock,NO,7927996.06
SKU01023,Reduced 4thgeneration approach,Books,WH-HYD,1008.0,39.0,2952.13,244.0,overstock,NO,2975747.04
SKU01024,Reduced 6thgeneration toolset,Sports,WH-BLR,0.0,99.0,1986.3,237.0,stockout,YES,0.0
SKU01025,Networked national contingency,Home & Kitchen,WH-CHE,1578.0,39.0,11611.29,214.0,overstock,NO,18322615.62
SKU01026,Cross-platform scalable protocol,Home & Kitchen,WH-MUM,1705.0,73.0,13433.38,204.0,overstock,NO,22903912.9
SKU01027,Programmable systemic throughput,Home & Kitchen,WH-MUM,1187.0,23.0,5088.43,178.0,overstock,NO,6039966.41
SKU01028,Streamlined web-enabled customer loyalty,Books,WH-HYD,1469.0,99.0,12158.2,264.0,overstock,NO,17860395.8
SKU01029,User-centric zero-defect knowledgebase,Electronics,WH-BLR,1196.0,28.0,8171.11,215.0,overstock,NO,9772647.56
SKU01030,Optimized static circuit,Books,WH-DEL,1835.0,36.0,3802.2,247.0,overstock,NO,6977037.0
SKU01031,Fully-configurable bandwidth-monitored Graphical U,Electronics,WH-MUM,391.0,35.0,4043.11,209.0,overstock,NO,1580856.01
SKU01032,Visionary encompassing Internet solution,Books,WH-HYD,751.0,91.0,8023.96,199.0,overstock,NO,6025993.96
SKU01033,Multi-lateral multi-tasking paradigm,Home & Kitchen,WH-CHE,997.0,90.0,5432.71,216.0,overstock,NO,5416411.87
SKU01034,Programmable encompassing Local Area Network,Sports,WH-DEL,900.0,85.0,6997.86,220.0,overstock,NO,6298074.0
SKU01035,Stand-alone mobile extranet,Beauty,WH-DEL,1407.0,71.0,11303.48,227.0,overstock,NO,15903996.36
SKU01036,Total intermediate migration,Toys,WH-HYD,1830.0,47.0,8128.29,210.0,overstock,NO,14874770.7
SKU01037,Secured client-server process improvement,Beauty,WH-MUM,1490.0,22.0,4642.09,229.0,overstock,NO,6916714.1
SKU01038,Right-sized well-modulated protocol,Grocery,WH-MUM,1104.0,69.0,10002.03,251.0,overstock,NO,11042241.12
SKU01039,Operative mobile policy,Home & Kitchen,WH-BLR,61.0,36.0,6554.39,196.0,healthy,NO,399817.79
SKU01040,Secured solution-oriented alliance,Grocery,WH-CHE,1985.0,64.0,3013.37,193.0,overstock,NO,5981539.45
SKU01041,Customer-focused disintermediate pricing structure,Beauty,WH-MUM,538.0,77.0,9270.27,229.0,overstock,NO,4987405.26
SKU01042,Persistent high-level access,Books,WH-DEL,1171.0,38.0,9553.11,203.0,overstock,NO,11186691.81
SKU01043,Extended disintermediate orchestration,Grocery,WH-HYD,1243.0,96.0,9223.46,234.0,overstock,NO,11464760.78
SKU01044,Re-contextualized well-modulated success,Books,WH-BLR,164.0,12.0,10181.91,288.0,overstock,NO,1669833.24
SKU01045,Object-based hybrid budgetary management,Home & Kitchen,WH-BLR,1044.0,84.0,1464.32,148.0,overstock,NO,1528750.08
SKU01046,User-centric systemic secured line,Beauty,WH-DEL,1596.0,97.0,11978.12,254.0,overstock,NO,19117079.52
SKU01047,Triple-buffered responsive info-mediaries,Home & Kitchen,WH-HYD,811.0,65.0,5007.75,227.0,overstock,NO,4061285.25
SKU01048,Versatile well-modulated application,Toys,WH-DEL,1571.0,61.0,9586.55,164.0,overstock,NO,15060470.05
SKU01049,Focused solution-oriented complexity,Grocery,WH-HYD,609.0,63.0,3386.15,190.0,overstock,NO,2062165.35
SKU01050,Synchronized leadingedge benchmark,Clothing,WH-CHE,1697.0,83.0,13068.95,191.0,overstock,NO,22178008.15
SKU01051,Ameliorated dynamic capability,Toys,WH-CHE,1145.0,55.0,3736.87,201.0,overstock,NO,4278716.15
SKU01052,Versatile high-level installation,Clothing,WH-MUM,1.0,77.0,13364.13,218.0,below_reorder,YES,13364.13
SKU01053,Secured contextually-based Graphical User Interfac,Home & Kitchen,WH-HYD,1754.0,58.0,4690.77,234.0,overstock,NO,8227610.58
SKU01054,Visionary fault-tolerant Internet solution,Home & Kitchen,WH-CHE,721.0,61.0,1592.29,268.0,overstock,NO,1148041.09
SKU01055,Function-based value-added superstructure,Grocery,WH-HYD,1173.0,39.0,4459.6,202.0,overstock,NO,5231110.8
SKU01056,Triple-buffered maximized structure,Sports,WH-CHE,1877.0,46.0,9245.55,252.0,overstock,NO,17353897.35
SKU01057,Organic stable database,Books,WH-BLR,0.0,46.0,8367.16,230.0,stockout,YES,0.0
SKU01058,Re-contextualized clear-thinking protocol,Beauty,WH-BLR,1356.0,35.0,6560.42,214.0,overstock,NO,8895929.52
SKU01059,Horizontal disintermediate system engine,Grocery,WH-MUM,1004.0,14.0,920.21,246.0,overstock,NO,923890.84
SKU01060,Multi-lateral human-resource protocol,Home & Kitchen,WH-DEL,186.0,94.0,11088.05,241.0,healthy,NO,2062377.3
SKU01061,Right-sized fault-tolerant paradigm,Grocery,WH-HYD,778.0,38.0,14103.22,256.0,overstock,NO,10972305.16
SKU01062,Fully-configurable 6thgeneration secured line,Beauty,WH-HYD,1345.0,36.0,11050.66,194.0,overstock,NO,14863137.7
SKU01063,Stand-alone web-enabled synergy,Home & Kitchen,WH-BLR,418.0,74.0,14208.75,196.0,overstock,NO,5939257.5
SKU01064,Robust transitional circuit,Sports,WH-DEL,1225.0,64.0,8485.99,181.0,overstock,NO,10395337.75
SKU01065,Stand-alone full-range conglomeration,Electronics,WH-DEL,1188.0,14.0,11964.38,286.0,overstock,NO,14213683.44
SKU01066,Persevering real-time model,Electronics,WH-HYD,1063.0,60.0,4570.34,159.0,overstock,NO,4858271.42
SKU01067,Fully-configurable secondary algorithm,Grocery,WH-MUM,1758.0,62.0,3157.7,233.0,overstock,NO,5551236.6
SKU01068,Enhanced solution-oriented emulation,Sports,WH-CHE,916.0,83.0,13863.42,234.0,overstock,NO,12698892.72
SKU01069,Implemented zero-defect success,Books,WH-BLR,1052.0,88.0,9983.88,217.0,overstock,NO,10503041.76
SKU01070,Sharable web-enabled protocol,Sports,WH-DEL,882.0,88.0,1415.92,177.0,overstock,NO,1248841.44
SKU01071,Programmable modular info-mediaries,Books,WH-HYD,1881.0,47.0,7459.95,225.0,overstock,NO,14032165.95
SKU01072,Quality-focused foreground open system,Beauty,WH-DEL,1145.0,11.0,9595.58,183.0,overstock,NO,10986939.1
SKU01073,Quality-focused bifurcated frame,Beauty,WH-MUM,1668.0,44.0,11280.85,158.0,overstock,NO,18816457.8
SKU01074,Ameliorated 5thgeneration capacity,Toys,WH-BLR,1710.0,42.0,14422.42,181.0,overstock,NO,24662338.2
SKU01075,Decentralized non-volatile customer loyalty,Books,WH-MUM,1983.0,79.0,10345.56,199.0,overstock,NO,20515245.48
SKU01076,Cross-group national pricing structure,Electronics,WH-BLR,1610.0,26.0,11175.79,201.0,overstock,NO,17993021.9
SKU01077,Multi-layered empowering artificial intelligence,Electronics,WH-HYD,796.0,54.0,9904.75,166.0,overstock,NO,7884181.0
SKU01078,Mandatory impactful framework,Books,WH-BLR,1636.0,67.0,6665.41,205.0,overstock,NO,10904610.76
SKU01079,Open-architected transitional migration,Clothing,WH-CHE,1888.0,74.0,8921.55,144.0,overstock,NO,16843886.4
SKU01080,Up-sized intermediate definition,Grocery,WH-BLR,1669.0,55.0,4137.91,228.0,overstock,NO,6906171.79
SKU01081,Function-based web-enabled parallelism,Toys,WH-MUM,1267.0,74.0,7646.26,260.0,overstock,NO,9687811.42
SKU01082,Adaptive clear-thinking Graphical User Interface,Toys,WH-DEL,662.0,29.0,2408.25,176.0,overstock,NO,1594261.5
SKU01083,Progressive neutral attitude,Electronics,WH-CHE,1168.0,96.0,7696.98,241.0,overstock,NO,8990072.64
SKU01084,Triple-buffered incremental superstructure,Sports,WH-MUM,1245.0,43.0,5929.55,198.0,overstock,NO,7382289.75
SKU01085,Secured cohesive definition,Sports,WH-BLR,475.0,42.0,11629.2,213.0,overstock,NO,5523870.0
SKU01086,Optional mobile concept,Toys,WH-DEL,362.0,33.0,8943.23,167.0,overstock,NO,3237449.26
SKU01087,Horizontal 5thgeneration budgetary management,Beauty,WH-MUM,1684.0,74.0,5863.69,154.0,overstock,NO,9874453.96
SKU01088,Sharable zero-defect extranet,Clothing,WH-DEL,1118.0,36.0,126.38,208.0,overstock,NO,141292.84
SKU01089,Distributed upward-trending policy,Sports,WH-HYD,595.0,64.0,6323.13,263.0,overstock,NO,3762262.35
SKU01090,Synergized bifurcated policy,Sports,WH-MUM,0.0,71.0,8831.71,247.0,stockout,YES,0.0
SKU01091,Down-sized 24/7 monitoring,Sports,WH-HYD,941.0,84.0,6647.38,189.0,overstock,NO,6255184.58
SKU01092,Progressive static superstructure,Clothing,WH-MUM,381.0,24.0,6419.14,230.0,overstock,NO,2445692.34
SKU01093,Down-sized directional Local Area Network,Electronics,WH-CHE,486.0,97.0,14775.94,144.0,overstock,NO,7181106.84
SKU01094,Re-contextualized value-added emulation,Beauty,WH-HYD,1128.0,100.0,14686.56,326.0,overstock,NO,16566439.68
SKU01095,Mandatory even-keeled monitoring,Clothing,WH-DEL,1849.0,15.0,9595.18,248.0,overstock,NO,17741487.82
SKU01096,Synergized scalable Internet solution,Clothing,WH-MUM,1233.0,37.0,4742.15,245.0,overstock,NO,5847070.95
SKU01097,Managed radical service-desk,Beauty,WH-HYD,1113.0,94.0,2008.78,270.0,overstock,NO,2235772.14
SKU01098,Reduced neutral focus group,Electronics,WH-CHE,457.0,50.0,1551.24,165.0,overstock,NO,708916.68
SKU01099,Front-line dynamic moratorium,Electronics,WH-MUM,53.0,85.0,11507.98,158.0,below_reorder,YES,609922.94
SKU01100,Self-enabling incremental open architecture,Grocery,WH-DEL,1062.0,23.0,2935.69,208.0,overstock,NO,3117702.78
SKU01101,Sharable didactic Graphic Interface,Clothing,WH-BLR,602.0,69.0,2806.17,259.0,overstock,NO,1689314.34
SKU01102,Profit-focused contextually-based structure,Clothing,WH-DEL,1144.0,59.0,13672.75,233.0,overstock,NO,15641626.0
SKU01103,De-engineered analyzing array,Clothing,WH-CHE,1244.0,84.0,8986.17,164.0,overstock,NO,11178795.48
SKU01104,Horizontal dedicated model,Books,WH-BLR,1280.0,14.0,13704.54,213.0,overstock,NO,17541811.2
SKU01105,Digitized even-keeled function,Beauty,WH-CHE,194.0,38.0,1856.17,173.0,overstock,NO,360096.98
SKU01106,Persevering demand-driven analyzer,Toys,WH-CHE,166.0,65.0,8007.21,278.0,healthy,NO,1329196.86
SKU01107,Multi-layered zero administration initiative,Clothing,WH-DEL,1098.0,92.0,7271.26,208.0,overstock,NO,7983843.48
SKU01108,Cross-group multi-state time-frame,Home & Kitchen,WH-MUM,417.0,81.0,8981.81,150.0,overstock,NO,3745414.77
SKU01109,Multi-layered homogeneous capacity,Electronics,WH-DEL,1867.0,86.0,7381.42,252.0,overstock,NO,13781111.14
SKU01110,Universal directional portal,Clothing,WH-MUM,1210.0,36.0,2347.79,232.0,overstock,NO,2840825.9
SKU01111,Synergistic non-volatile approach,Clothing,WH-CHE,572.0,55.0,11447.97,182.0,overstock,NO,6548238.84
SKU01112,Up-sized analyzing synergy,Home & Kitchen,WH-BLR,1784.0,15.0,679.26,273.0,overstock,NO,1211799.84
SKU01113,Progressive clear-thinking Internet solution,Books,WH-DEL,1384.0,70.0,7196.11,248.0,overstock,NO,9959416.24
SKU01114,Open-architected discrete service-desk,Beauty,WH-HYD,714.0,29.0,7856.15,222.0,overstock,NO,5609291.1
SKU01115,Assimilated next generation model,Sports,WH-HYD,795.0,23.0,8136.47,203.0,overstock,NO,6468493.65
SKU01116,Optimized tangible customer loyalty,Home & Kitchen,WH-MUM,1615.0,14.0,13581.48,167.0,overstock,NO,21934090.2
SKU01117,Expanded coherent flexibility,Books,WH-CHE,795.0,57.0,13756.91,178.0,overstock,NO,10936743.45
SKU01118,Programmable holistic challenge,Toys,WH-DEL,1379.0,31.0,4804.11,231.0,overstock,NO,6624867.69
SKU01119,Open-architected client-driven policy,Clothing,WH-DEL,98.0,79.0,8337.79,169.0,healthy,NO,817103.42
SKU01120,Progressive well-modulated complexity,Clothing,WH-MUM,269.0,96.0,10025.02,209.0,healthy,NO,2696730.38
SKU01121,Universal modular time-frame,Books,WH-BLR,372.0,55.0,2975.22,201.0,overstock,NO,1106781.84
SKU01122,Reactive web-enabled Graphical User Interface,Grocery,WH-MUM,1874.0,17.0,8733.1,190.0,overstock,NO,16365829.4
SKU01123,Optional interactive throughput,Home & Kitchen,WH-BLR,0.0,94.0,3356.37,153.0,stockout,YES,0.0
SKU01124,Object-based executive methodology,Toys,WH-CHE,1408.0,99.0,8346.82,199.0,overstock,NO,11752322.56
SKU01125,Secured client-driven model,Clothing,WH-CHE,1805.0,100.0,12694.99,221.0,overstock,NO,22914456.95
SKU01126,Fully-configurable methodical moratorium,Clothing,WH-CHE,828.0,16.0,8582.27,209.0,overstock,NO,7106119.56
SKU01127,Optional attitude-oriented concept,Beauty,WH-DEL,334.0,18.0,511.08,150.0,overstock,NO,170700.72
SKU01128,Digitized exuding secured line,Electronics,WH-HYD,1623.0,10.0,12646.1,267.0,overstock,NO,20524620.3
SKU01129,Versatile intangible secured line,Clothing,WH-DEL,561.0,98.0,6103.98,220.0,overstock,NO,3424332.78
SKU01130,Function-based radical utilization,Electronics,WH-HYD,1530.0,15.0,3834.93,166.0,overstock,NO,5867442.9
SKU01131,Front-line mission-critical synergy,Clothing,WH-DEL,1023.0,42.0,10392.29,203.0,overstock,NO,10631312.67
SKU01132,Total heuristic leverage,Books,WH-BLR,1154.0,43.0,4133.97,226.0,overstock,NO,4770601.38
SKU01133,Synergized human-resource info-mediaries,Beauty,WH-DEL,827.0,85.0,496.06,188.0,overstock,NO,410241.62
SKU01134,Extended attitude-oriented conglomeration,Electronics,WH-HYD,269.0,43.0,6238.87,219.0,overstock,NO,1678256.03
SKU01135,Integrated transitional database,Toys,WH-MUM,1141.0,97.0,6511.37,173.0,overstock,NO,7429473.17
SKU01136,Synergistic content-based solution,Beauty,WH-HYD,83.0,43.0,8593.9,215.0,healthy,NO,713293.7
SKU01137,Diverse solution-oriented model,Sports,WH-CHE,293.0,94.0,1218.7,178.0,overstock,NO,357079.1
SKU01138,Compatible grid-enabled algorithm,Sports,WH-HYD,930.0,65.0,9323.46,225.0,overstock,NO,8670817.8
SKU01139,Open-architected didactic framework,Beauty,WH-CHE,1381.0,46.0,12727.18,183.0,overstock,NO,17576235.58
SKU01140,Horizontal tertiary monitoring,Toys,WH-DEL,1238.0,86.0,11303.6,162.0,overstock,NO,13993856.8
SKU01141,Cross-group disintermediate capacity,Books,WH-BLR,800.0,73.0,721.2,208.0,overstock,NO,576960.0
SKU01142,Future-proofed zero administration throughput,Toys,WH-HYD,601.0,76.0,1895.77,184.0,overstock,NO,1139357.77
SKU01143,Cross-group solution-oriented utilization,Electronics,WH-HYD,1602.0,26.0,2064.52,163.0,overstock,NO,3307361.04
SKU01144,Integrated coherent knowledge user,Grocery,WH-DEL,173.0,59.0,14361.86,195.0,healthy,NO,2484601.78
SKU01145,Switchable 3rdgeneration standardization,Home & Kitchen,WH-HYD,1106.0,65.0,11542.48,222.0,overstock,NO,12765982.88
SKU01146,Down-sized logistical Graphical User Interface,Books,WH-MUM,1069.0,44.0,4661.2,254.0,overstock,NO,4982822.8
SKU01147,Right-sized needs-based conglomeration,Toys,WH-DEL,94.0,60.0,7272.6,280.0,healthy,NO,683624.4
SKU01148,Organic heuristic project,Toys,WH-HYD,1019.0,97.0,2403.15,268.0,overstock,NO,2448809.85
SKU01149,Advanced asynchronous matrices,Electronics,WH-BLR,1836.0,73.0,2414.15,131.0,overstock,NO,4432379.4
SKU01150,Phased regional array,Books,WH-MUM,1920.0,51.0,1346.72,241.0,overstock,NO,2585702.4
SKU01151,Down-sized 5thgeneration functionalities,Sports,WH-BLR,415.0,29.0,2730.71,268.0,overstock,NO,1133244.65
SKU01152,Seamless optimizing benchmark,Toys,WH-CHE,1.0,51.0,12475.58,159.0,below_reorder,YES,12475.58
SKU01153,Programmable modular open system,Sports,WH-DEL,1799.0,67.0,9023.04,233.0,overstock,NO,16232448.96
