date,warehouse_id,region,total_orders,delivered_orders,cancelled_orders,shipped_orders,delivery_rate_pct,cancellation_rate_pct,shipment_rate_pct
2025-01-16,WH-CHE,North,23,6,5,4,26.09,21.74,17.39
2025-01-16,WH-CHE,South,21,4,2,3,19.05,9.52,14.29
2025-01-16,WH-CHE,West,15,4,1,3,26.67,6.67,20.0
2025-01-16,WH-DEL,Central,22,1,8,5,4.55,36.36,22.73
2025-01-16,WH-DEL,East,16,3,4,4,18.75,25.0,25.0
2025-01-16,WH-DEL,North,14,2,4,5,14.29,28.57,35.71
2025-01-16,WH-DEL,South,19,2,7,5,10.53,36.84,26.32
2025-01-16,WH-DEL,West,18,5,3,3,27.78,16.67,16.67
2025-01-16,WH-HYD,Central,18,4,1,6,22.22,5.56,33.33
2025-01-16,WH-HYD,East,23,4,3,3,17.39,13.04,13.04
2025-01-16,WH-HYD,North,14,2,2,3,14.29,14.29,21.43
2025-01-16,WH-HYD,South,20,3,2,6,15.0,10.0,30.0
2025-01-16,WH-HYD,West,17,2,3,8,11.76,17.65,47.06
2025-01-16,WH-MUM,Central,24,5,5,2,20.83,20.83,8.33
2025-01-16,WH-MUM,East,23,2,5,5,8.7,21.74,21.74
2025-01-16,WH-MUM,North,23,8,3,3,34.78,13.04,13.04
2025-01-16,WH-MUM,South,21,6,4,2,28.57,19.05,9.52
2025-01-16,WH-MUM,West,15,3,4,3,20.0,26.67,20.0
2025-01-17,WH-BLR,Central,26,5,7,4,19.23,26.92,15.38
2025-01-17,WH-BLR,East,23,3,4,6,13.04,17.39,26.09
2025-01-17,WH-BLR,North,11,4,3,1,36.36,27.27,9.09
2025-01-17,WH-BLR,South,21,6,4,2,28.57,19.05,9.52
2025-01-17,WH-BLR,West,13,6,2,0,46.15,15.38,0.0
2025-01-17,WH-CHE,Central,29,5,4,5,17.24,13.79,17.24
2025-01-17,WH-CHE,East,9,2,0,2,22.22,0.0,22.22
2025-01-17,WH-CHE,North,20,6,6,1,30.0,30.0,5.0
2025-01-17,WH-CHE,South,14,1,2,5,7.14,14.29,35.71
2025-01-17,WH-CHE,West,21,7,3,3,33.33,14.29,14.29
2025-01-17,WH-DEL,Central,13,3,2,2,23.08,15.38,15.38
2025-01-17,WH-DEL,East,17,1,2,7,5.88,11.76,41.18
2025-01-17,WH-DEL,North,14,3,3,4,21.43,21.43,28.57
2025-01-17,WH-DEL,South,23,7,1,7,30.43,4.35,30.43
2025-01-17,WH-DEL,West,20,7,2,5,35.0,10.0,25.0
2025-01-17,WH-HYD,Central,15,0,5,2,0.0,33.33,13.33
2025-01-17,WH-HYD,East,18,1,2,5,5.56,11.11,27.78
2025-01-17,WH-HYD,North,17,3,2,5,17.65,11.76,29.41
2025-01-17,WH-HYD,South,22,2,5,9,9.09,22.73,40.91
2025-01-17,WH-HYD,West,23,7,2,5,30.43,8.7,21.74
2025-01-17,WH-MUM,Central,27,10,3,6,37.04,11.11,22.22
2025-01-17,WH-MUM,East,17,5,1,5,29.41,5.88,29.41
2025-01-17,WH-MUM,North,19,2,5,2,10.53,26.32,10.53
2025-01-17,WH-MUM,South,17,2,4,2,11.76,23.53,11.76
2025-01-17,WH-MUM,West,27,5,5,6,18.52,18.52,22.22
2025-01-18,WH-BLR,Central,14,3,4,1,21.43,28.57,7.14
2025-01-18,WH-BLR,East,19,6,1,2,31.58,5.26,10.53
2025-01-18,WH-BLR,North,16,5,2,2,31.25,12.5,12.5
2025-01-18,WH-BLR,South,13,2,2,2,15.38,15.38,15.38
2025-01-18,WH-BLR,West,15,2,4,3,13.33,26.67,20.0
2025-01-18,WH-CHE,Central,12,1,2,2,8.33,16.67,16.67
2025-01-18,WH-CHE,East,23,7,4,4,30.43,17.39,17.39
2025-01-18,WH-CHE,North,24,4,3,7,16.67,12.5,29.17
2025-01-18,WH-CHE,South,22,2,5,4,9.09,22.73,18.18
2025-01-18,WH-CHE,West,17,4,3,1,23.53,17.65,5.88
2025-01-18,WH-DEL,Central,16,5,5,2,31.25,31.25,12.5
2025-01-18,WH-DEL,East,23,8,5,3,34.78,21.74,13.04
2025-01-18,WH-DEL,North,15,5,1,4,33.33,6.67,26.67
2025-01-18,WH-DEL,South,13,3,2,4,23.08,15.38,30.77
2025-01-18,WH-DEL,West,18,4,2,4,22.22,11.11,22.22
2025-01-18,WH-HYD,Central,9,2,2,1,22.22,22.22,11.11
2025-01-18,WH-HYD,East,22,6,4,3,27.27,18.18,13.64
2025-01-18,WH-HYD,North,17,3,3,5,17.65,17.65,29.41
2025-01-18,WH-HYD,South,11,2,3,3,18.18,27.27,27.27
2025-01-18,WH-HYD,West,20,1,6,5,5.0,30.0,25.0
2025-01-18,WH-MUM,Central,16,2,4,3,12.5,25.0,18.75
2025-01-18,WH-MUM,East,17,1,6,2,5.88,35.29,11.76
2025-01-18,WH-MUM,North,23,4,9,4,17.39,39.13,17.39
2025-01-18,WH-MUM,South,22,3,4,4,13.64,18.18,18.18
2025-01-18,WH-MUM,West,13,4,4,0,30.77,30.77,0.0
2025-01-19,WH-BLR,Central,21,4,6,2,19.05,28.57,9.52
2025-01-19,WH-BLR,East,17,4,5,1,23.53,29.41,5.88
2025-01-19,WH-BLR,North,14,2,1,4,14.29,7.14,28.57
2025-01-19,WH-BLR,South,22,4,7,5,18.18,31.82,22.73
2025-01-19,WH-BLR,West,19,3,5,4,15.79,26.32,21.05
2025-01-19,WH-CHE,Central,16,2,5,2,12.5,31.25,12.5
2025-01-19,WH-CHE,East,15,6,1,2,40.0,6.67,13.33
2025-01-19,WH-CHE,North,10,2,1,3,20.0,10.0,30.0
2025-01-19,WH-CHE,South,21,1,5,6,4.76,23.81,28.57
2025-01-19,WH-CHE,West,12,0,3,2,0.0,25.0,16.67
2025-01-19,WH-DEL,Central,16,4,4,5,25.0,25.0,31.25
2025-01-19,WH-DEL,East,17,3,5,3,17.65,29.41,17.65
2025-01-19,WH-DEL,North,15,3,5,3,20.0,33.33,20.0
2025-01-19,WH-DEL,South,17,3,4,5,17.65,23.53,29.41
2025-01-19,WH-DEL,West,16,3,3,4,18.75,18.75,25.0
2025-01-19,WH-HYD,Central,15,4,3,1,26.67,20.0,6.67
2025-01-19,WH-HYD,East,14,3,4,4,21.43,28.57,28.57
2025-01-19,WH-HYD,North,26,4,3,4,15.38,11.54,15.38
2025-01-19,WH-HYD,South,20,5,7,3,25.0,35.0,15.0
2025-01-19,WH-HYD,West,22,4,6,4,18.18,27.27,18.18
2025-01-19,WH-MUM,Central,21,6,3,7,28.57,14.29,33.33
2025-01-19,WH-MUM,East,10,1,3,0,10.0,30.0,0.0
2025-01-19,WH-MUM,North,20,9,3,1,45.0,15.0,5.0
2025-01-19,WH-MUM,South,9,2,2,2,22.22,22.22,22.22
2025-01-19,WH-MUM,West,17,2,4,3,11.76,23.53,17.65
2025-01-20,WH-BLR,Central,14,3,4,1,21.43,28.57,7.14
2025-01-20,WH-BLR,East,32,6,10,4,18.75,31.25,12.5
2025-01-20,WH-BLR,North,12,2,2,2,16.67,16.67,16.67
2025-01-20,WH-BLR,South,18,7,3,0,38.89,16.67,0.0
2025-01-20,WH-BLR,West,24,7,5,3,29.17,20.83,12.5
2025-01-20,WH-CHE,Central,22,4,2,4,18.18,9.09,18.18
2025-01-20,WH-CHE,East,23,5,2,5,21.74,8.7,21.74
2025-01-20,WH-CHE,North,14,5,2,4,35.71,14.29,28.57
2025-01-20,WH-CHE,South,20,4,4,2,20.0,20.0,10.0
2025-01-20,WH-CHE,West,13,2,3,5,15.38,23.08,38.46
2025-01-20,WH-DEL,Central,25,5,5,4,20.0,20.0,16.0
2025-01-20,WH-DEL,East,18,4,2,4,22.22,11.11,22.22
2025-01-20,WH-DEL,North,23,4,4,7,17.39,17.39,30.43
2025-01-20,WH-DEL,South,23,3,3,3,13.04,13.04,13.04
2025-01-20,WH-DEL,West,16,3,1,5,18.75,6.25,31.25
2025-01-20,WH-HYD,Central,19,5,3,4,26.32,15.79,21.05
2025-01-20,WH-HYD,East,22,6,7,4,27.27,31.82,18.18
2025-01-20,WH-HYD,North,22,3,8,3,13.64,36.36,13.64
2025-01-20,WH-HYD,South,19,5,4,5,26.32,21.05,26.32
2025-01-20,WH-HYD,West,17,2,7,2,11.76,41.18,11.76
2025-01-20,WH-MUM,Central,29,2,6,8,6.9,20.69,27.59
2025-01-20,WH-MUM,East,21,4,5,4,19.05,23.81,19.05
2025-01-20,WH-MUM,North,18,6,6,1,33.33,33.33,5.56
2025-01-20,WH-MUM,South,18,4,5,5,22.22,27.78,27.78
2025-01-20,WH-MUM,West,17,2,8,4,11.76,47.06,23.53
2025-01-21,WH-BLR,Central,18,4,1,4,22.22,5.56,22.22
2025-01-21,WH-BLR,East,14,0,2,5,0.0,14.29,35.71
2025-01-21,WH-BLR,North,19,3,3,6,15.79,15.79,31.58
2025-01-21,WH-BLR,South,20,4,4,5,20.0,20.0,25.0
2025-01-21,WH-BLR,West,23,0,10,3,0.0,43.48,13.04
2025-01-21,WH-CHE,Central,13,1,1,6,7.69,7.69,46.15
2025-01-21,WH-CHE,East,15,6,3,2,40.0,20.0,13.33
2025-01-21,WH-CHE,North,15,4,2,1,26.67,13.33,6.67
2025-01-21,WH-CHE,South,22,6,4,3,27.27,18.18,13.64
2025-01-21,WH-CHE,West,18,5,5,3,27.78,27.78,16.67
2025-01-21,WH-DEL,Central,15,2,6,3,13.33,40.0,20.0
2025-01-21,WH-DEL,East,18,2,2,4,11.11,11.11,22.22
2025-01-21,WH-DEL,North,22,2,5,6,9.09,22.73,27.27
2025-01-21,WH-DEL,South,21,3,8,2,14.29,38.1,9.52
2025-01-21,WH-DEL,West,21,3,5,6,14.29,23.81,28.57
2025-01-21,WH-HYD,Central,24,5,6,1,20.83,25.0,4.17
2025-01-21,WH-HYD,East,18,3,6,4,16.67,33.33,22.22
2025-01-21,WH-HYD,North,18,5,6,2,27.78,33.33,11.11
2025-01-21,WH-HYD,South,22,3,5,5,13.64,22.73,22.73
2025-01-21,WH-HYD,West,19,4,5,3,21.05,26.32,15.79
2025-01-21,WH-MUM,Central,24,4,6,3,16.67,25.0,12.5
2025-01-21,WH-MUM,East,30,9,12,5,30.0,40.0,16.67
2025-01-21,WH-MUM,North,23,3,4,8,13.04,17.39,34.78
2025-01-21,WH-MUM,South,23,3,7,6,13.04,30.43,26.09
2025-01-21,WH-MUM,West,16,2,5,3,12.5,31.25,18.75
2025-01-22,WH-BLR,Central,15,2,3,5,13.33,20.0,33.33
2025-01-22,WH-BLR,East,21,5,4,5,23.81,19.05,23.81
2025-01-22,WH-BLR,North,16,4,2,3,25.0,12.5,18.75
2025-01-22,WH-BLR,South,14,4,2,3,28.57,14.29,21.43
2025-01-22,WH-BLR,West,19,2,2,7,10.53,10.53,36.84
2025-01-22,WH-CHE,Central,22,5,4,5,22.73,18.18,22.73
2025-01-22,WH-CHE,East,14,1,1,4,7.14,7.14,28.57
2025-01-22,WH-CHE,North,24,4,5,4,16.67,20.83,16.67
2025-01-22,WH-CHE,South,17,3,3,6,17.65,17.65,35.29
2025-01-22,WH-CHE,West,20,4,6,5,20.0,30.0,25.0
2025-01-22,WH-DEL,Central,17,4,3,2,23.53,17.65,11.76
2025-01-22,WH-DEL,East,13,4,4,1,30.77,30.77,7.69
2025-01-22,WH-DEL,North,18,3,4,6,16.67,22.22,33.33
2025-01-22,WH-DEL,South,22,4,5,2,18.18,22.73,9.09
2025-01-22,WH-DEL,West,22,6,3,6,27.27,13.64,27.27
2025-01-22,WH-HYD,Central,22,6,1,10,27.27,4.55,45.45
2025-01-22,WH-HYD,East,17,0,3,7,0.0,17.65,41.18
2025-01-22,WH-HYD,North,19,5,4,4,26.32,21.05,21.05
2025-01-22,WH-HYD,South,18,2,3,4,11.11,16.67,22.22
2025-01-22,WH-HYD,West,21,7,2,6,33.33,9.52,28.57
2025-01-22,WH-MUM,Central,14,1,3,4,7.14,21.43,28.57
2025-01-22,WH-MUM,East,19,7,3,2,36.84,15.79,10.53
2025-01-22,WH-MUM,North,16,3,4,3,18.75,25.0,18.75
2025-01-22,WH-MUM,South,23,1,7,4,4.35,30.43,17.39
2025-01-22,WH-MUM,West,17,3,4,4,17.65,23.53,23.53
2025-01-23,WH-BLR,Central,24,6,7,4,25.0,29.17,16.67
2025-01-23,WH-BLR,East,24,3,5,4,12.5,20.83,16.67
2025-01-23,WH-BLR,North,16,2,7,3,12.5,43.75,18.75
2025-01-23,WH-BLR,South,13,4,1,1,30.77,7.69,7.69
2025-01-23,WH-BLR,West,31,4,6,6,12.9,19.35,19.35
2025-01-23,WH-CHE,Central,19,6,3,4,31.58,15.79,21.05
2025-01-23,WH-CHE,East,12,4,2,1,33.33,16.67,8.33
2025-01-23,WH-CHE,North,15,5,3,2,33.33,20.0,13.33
2025-01-23,WH-CHE,South,17,3,3,6,17.65,17.65,35.29
2025-01-23,WH-CHE,West,21,6,6,5,28.57,28.57,23.81
2025-01-23,WH-DEL,Central,11,0,1,5,0.0,9.09,45.45
2025-01-23,WH-DEL,East,22,7,6,1,31.82,27.27,4.55
2025-01-23,WH-DEL,North,21,4,2,4,19.05,9.52,19.05
2025-01-23,WH-DEL,South,13,3,2,3,23.08,15.38,23.08
2025-01-23,WH-DEL,West,19,4,3,4,21.05,15.79,21.05
2025-01-23,WH-HYD,Central,22,2,5,5,9.09,22.73,22.73
2025-01-23,WH-HYD,East,17,3,3,2,17.65,17.65,11.76
2025-01-23,WH-HYD,North,30,9,3,6,30.0,10.0,20.0
2025-01-23,WH-HYD,South,16,2,0,6,12.5,0.0,37.5
2025-01-23,WH-HYD,West,20,6,2,7,30.0,10.0,35.0
2025-01-23,WH-MUM,Central,18,5,6,3,27.78,33.33,16.67
2025-01-23,WH-MUM,East,21,3,6,4,14.29,28.57,19.05
2025-01-23,WH-MUM,North,17,3,6,4,17.65,35.29,23.53
2025-01-23,WH-MUM,South,21,3,8,4,14.29,38.1,19.05
2025-01-23,WH-MUM,West,25,6,5,6,24.0,20.0,24.0
2025-01-24,WH-BLR,Central,26,7,2,2,26.92,7.69,7.69
2025-01-24,WH-BLR,East,23,3,4,4,13.04,17.39,17.39
2025-01-24,WH-BLR,North,23,2,5,8,8.7,21.74,34.78
2025-01-24,WH-BLR,South,20,5,2,6,25.0,10.0,30.0
2025-01-24,WH-BLR,West,18,3,4,3,16.67,22.22,16.67
2025-01-24,WH-CHE,Central,18,6,2,4,33.33,11.11,22.22
2025-01-24,WH-CHE,East,21,5,7,2,23.81,33.33,9.52
2025-01-24,WH-CHE,North,18,3,3,4,16.67,16.67,22.22
2025-01-24,WH-CHE,South,18,4,4,5,22.22,22.22,27.78
2025-01-24,WH-CHE,West,25,4,4,6,16.0,16.0,24.0
2025-01-24,WH-DEL,Central,16,4,3,3,25.0,18.75,18.75
2025-01-24,WH-DEL,East,25,8,4,6,32.0,16.0,24.0
2025-01-24,WH-DEL,North,17,1,4,3,5.88,23.53,17.65
2025-01-24,WH-DEL,South,23,4,5,6,17.39,21.74,26.09
2025-01-24,WH-DEL,West,22,4,8,5,18.18,36.36,22.73
2025-01-24,WH-HYD,Central,21,5,5,2,23.81,23.81,9.52
2025-01-24,WH-HYD,East,22,8,5,4,36.36,22.73,18.18
2025-01-24,WH-HYD,North,20,5,4,5,25.0,20.0,25.0
2025-01-24,WH-HYD,South,15,5,3,2,33.33,20.0,13.33
2025-01-24,WH-HYD,West,28,10,5,4,35.71,17.86,14.29
2025-01-24,WH-MUM,Central,23,6,7,3,26.09,30.43,13.04
2025-01-24,WH-MUM,East,21,4,2,3,19.05,9.52,14.29
2025-01-24,WH-MUM,North,20,1,5,3,5.0,25.0,15.0
2025-01-24,WH-MUM,South,24,4,8,5,16.67,33.33,20.83
2025-01-24,WH-MUM,West,19,5,3,2,26.32,15.79,10.53
2025-01-25,WH-BLR,Central,13,1,6,1,7.69,46.15,7.69
2025-01-25,WH-BLR,East,23,5,7,3,21.74,30.43,13.04
2025-01-25,WH-BLR,North,8,1,4,1,12.5,50.0,12.5
2025-01-25,WH-BLR,South,18,1,5,5,5.56,27.78,27.78
2025-01-25,WH-BLR,West,14,3,3,3,21.43,21.43,21.43
2025-01-25,WH-CHE,Central,14,3,3,2,21.43,21.43,14.29
2025-01-25,WH-CHE,East,17,5,0,6,29.41,0.0,35.29
2025-01-25,WH-CHE,North,19,2,5,7,10.53,26.32,36.84
2025-01-25,WH-CHE,South,23,4,3,3,17.39,13.04,13.04
2025-01-25,WH-CHE,West,14,3,2,1,21.43,14.29,7.14
2025-01-25,WH-DEL,Central,22,2,8,5,9.09,36.36,22.73
2025-01-25,WH-DEL,East,19,3,3,4,15.79,15.79,21.05
2025-01-25,WH-DEL,North,15,4,3,4,26.67,20.0,26.67
2025-01-25,WH-DEL,South,16,3,5,2,18.75,31.25,12.5
2025-01-25,WH-DEL,West,22,6,4,3,27.27,18.18,13.64
2025-01-25,WH-HYD,Central,13,1,4,0,7.69,30.77,0.0
2025-01-25,WH-HYD,East,13,3,3,1,23.08,23.08,7.69
2025-01-25,WH-HYD,North,18,4,6,2,22.22,33.33,11.11
2025-01-25,WH-HYD,South,12,1,2,3,8.33,16.67,25.0
2025-01-25,WH-HYD,West,24,6,2,2,25.0,8.33,8.33
2025-01-25,WH-MUM,Central,13,3,1,1,23.08,7.69,7.69
2025-01-25,WH-MUM,East,21,4,0,5,19.05,0.0,23.81
2025-01-25,WH-MUM,North,21,6,7,3,28.57,33.33,14.29
2025-01-25,WH-MUM,South,15,2,2,3,13.33,13.33,20.0
2025-01-25,WH-MUM,West,12,3,5,2,25.0,41.67,16.67
2025-01-26,WH-BLR,Central,21,6,1,4,28.57,4.76,19.05
2025-01-26,WH-BLR,East,16,0,3,7,0.0,18.75,43.75
2025-01-26,WH-BLR,North,18,0,6,4,0.0,33.33,22.22
2025-01-26,WH-BLR,South,17,1,2,6,5.88,11.76,35.29
2025-01-26,WH-BLR,West,18,7,6,1,38.89,33.33,5.56
2025-01-26,WH-CHE,Central,19,3,5,5,15.79,26.32,26.32
2025-01-26,WH-CHE,East,14,4,1,3,28.57,7.14,21.43
2025-01-26,WH-CHE,North,17,5,1,3,29.41,5.88,17.65
2025-01-26,WH-CHE,South,15,4,3,4,26.67,20.0,26.67
2025-01-26,WH-CHE,West,13,4,3,3,30.77,23.08,23.08
2025-01-26,WH-DEL,Central,17,5,2,3,29.41,11.76,17.65
2025-01-26,WH-DEL,East,14,5,2,2,35.71,14.29,14.29
2025-01-26,WH-DEL,North,21,7,5,1,33.33,23.81,4.76
2025-01-26,WH-DEL,South,12,4,3,3,33.33,25.0,25.0
2025-01-26,WH-DEL,West,21,7,3,2,33.33,14.29,9.52
2025-01-26,WH-HYD,Central,15,2,4,4,13.33,26.67,26.67
2025-01-26,WH-HYD,East,11,1,1,2,9.09,9.09,18.18
2025-01-26,WH-HYD,North,16,2,3,5,12.5,18.75,31.25
2025-01-26,WH-HYD,South,15,6,1,1,40.0,6.67,6.67
2025-01-26,WH-HYD,West,17,9,3,2,52.94,17.65,11.76
2025-01-26,WH-MUM,Central,21,3,2,6,14.29,9.52,28.57
2025-01-26,WH-MUM,East,25,3,5,2,12.0,20.0,8.0
2025-01-26,WH-MUM,North,27,6,6,4,22.22,22.22,14.81
2025-01-26,WH-MUM,South,16,1,6,1,6.25,37.5,6.25
2025-01-26,WH-MUM,West,17,8,2,4,47.06,11.76,23.53
2025-01-27,WH-BLR,Central,18,6,2,5,33.33,11.11,27.78
2025-01-27,WH-BLR,East,19,6,2,1,31.58,10.53,5.26
2025-01-27,WH-BLR,North,16,5,2,2,31.25,12.5,12.5
2025-01-27,WH-BLR,South,16,4,1,6,25.0,6.25,37.5
2025-01-27,WH-BLR,West,22,3,4,5,13.64,18.18,22.73
2025-01-27,WH-CHE,Central,22,1,6,2,4.55,27.27,9.09
2025-01-27,WH-CHE,East,24,4,4,7,16.67,16.67,29.17
2025-01-27,WH-CHE,North,18,3,4,7,16.67,22.22,38.89
2025-01-27,WH-CHE,South,23,3,3,3,13.04,13.04,13.04
2025-01-27,WH-CHE,West,25,6,2,3,24.0,8.0,12.0
2025-01-27,WH-DEL,Central,31,10,3,5,32.26,9.68,16.13
2025-01-27,WH-DEL,East,21,6,5,1,28.57,23.81,4.76
2025-01-27,WH-DEL,North,24,6,5,5,25.0,20.83,20.83
2025-01-27,WH-DEL,South,17,2,5,3,11.76,29.41,17.65
2025-01-27,WH-DEL,West,15,2,3,5,13.33,20.0,33.33
2025-01-27,WH-HYD,Central,15,0,9,2,0.0,60.0,13.33
2025-01-27,WH-HYD,East,15,5,1,4,33.33,6.67,26.67
2025-01-27,WH-HYD,North,22,2,3,4,9.09,13.64,18.18
2025-01-27,WH-HYD,South,19,3,2,5,15.79,10.53,26.32
2025-01-27,WH-HYD,West,16,1,3,4,6.25,18.75,25.0
2025-01-27,WH-MUM,Central,13,2,3,1,15.38,23.08,7.69
2025-01-27,WH-MUM,East,12,1,6,2,8.33,50.0,16.67
2025-01-27,WH-MUM,North,25,2,8,4,8.0,32.0,16.0
2025-01-27,WH-MUM,South,31,4,10,4,12.9,32.26,12.9
2025-01-27,WH-MUM,West,25,5,6,6,20.0,24.0,24.0
2025-01-28,WH-BLR,Central,16,3,4,2,18.75,25.0,12.5
2025-01-28,WH-BLR,East,19,3,2,5,15.79,10.53,26.32
2025-01-28,WH-BLR,North,24,5,4,4,20.83,16.67,16.67
2025-01-28,WH-BLR,South,16,4,5,4,25.0,31.25,25.0
2025-01-28,WH-BLR,West,18,4,5,1,22.22,27.78,5.56
2025-01-28,WH-CHE,Central,19,11,2,2,57.89,10.53,10.53
2025-01-28,WH-CHE,East,18,2,3,3,11.11,16.67,16.67
2025-01-28,WH-CHE,North,18,4,6,2,22.22,33.33,11.11
2025-01-28,WH-CHE,South,12,2,5,1,16.67,41.67,8.33
2025-01-28,WH-CHE,West,16,4,5,2,25.0,31.25,12.5
2025-01-28,WH-DEL,Central,17,1,4,3,5.88,23.53,17.65
2025-01-28,WH-DEL,East,16,4,6,2,25.0,37.5,12.5
2025-01-28,WH-DEL,North,22,9,3,2,40.91,13.64,9.09
2025-01-28,WH-DEL,South,24,6,5,2,25.0,20.83,8.33
2025-01-28,WH-DEL,West,26,6,5,5,23.08,19.23,19.23
2025-01-28,WH-HYD,Central,22,1,6,6,4.55,27.27,27.27
2025-01-28,WH-HYD,East,21,2,8,3,9.52,38.1,14.29
2025-01-28,WH-HYD,North,15,2,4,6,13.33,26.67,40.0
2025-01-28,WH-HYD,South,16,1,2,4,6.25,12.5,25.0
2025-01-28,WH-HYD,West,21,4,7,4,19.05,33.33,19.05
2025-01-28,WH-MUM,Central,21,9,3,4,42.86,14.29,19.05
2025-01-28,WH-MUM,East,20,4,1,4,20.0,5.0,20.0
2025-01-28,WH-MUM,North,25,8,4,6,32.0,16.0,24.0
2025-01-28,WH-MUM,South,13,3,5,3,23.08,38.46,23.08
2025-01-28,WH-MUM,West,25,4,6,6,16.0,24.0,24.0
2025-01-29,WH-BLR,Central,20,4,1,4,20.0,5.0,20.0
2025-01-29,WH-BLR,East,25,4,6,4,16.0,24.0,16.0
2025-01-29,WH-BLR,North,23,5,5,4,21.74,21.74,17.39
2025-01-29,WH-BLR,South,17,6,3,5,35.29,17.65,29.41
2025-01-29,WH-BLR,West,17,1,4,2,5.88,23.53,11.76
2025-01-29,WH-CHE,Central,17,3,4,5,17.65,23.53,29.41
2025-01-29,WH-CHE,East,17,5,4,1,29.41,23.53,5.88
2025-01-29,WH-CHE,North,20,1,5,3,5.0,25.0,15.0
2025-01-29,WH-CHE,South,12,4,6,1,33.33,50.0,8.33
2025-01-29,WH-CHE,West,17,0,6,1,0.0,35.29,5.88
2025-01-29,WH-DEL,Central,18,0,3,2,0.0,16.67,11.11
2025-01-29,WH-DEL,East,24,3,4,4,12.5,16.67,16.67
2025-01-29,WH-DEL,North,21,8,4,1,38.1,19.05,4.76
2025-01-29,WH-DEL,South,18,0,5,5,0.0,27.78,27.78
2025-01-29,WH-DEL,West,20,4,6,4,20.0,30.0,20.0
2025-01-29,WH-HYD,Central,25,10,4,4,40.0,16.0,16.0
2025-01-29,WH-HYD,East,18,3,4,3,16.67,22.22,16.67
2025-01-29,WH-HYD,North,17,7,4,3,41.18,23.53,17.65
2025-01-29,WH-HYD,South,21,2,1,7,9.52,4.76,33.33
2025-01-29,WH-HYD,West,16,3,6,2,18.75,37.5,12.5
2025-01-29,WH-MUM,Central,15,5,3,0,33.33,20.0,0.0
2025-01-29,WH-MUM,East,14,2,4,3,14.29,28.57,21.43
2025-01-29,WH-MUM,North,16,2,4,7,12.5,25.0,43.75
2025-01-29,WH-MUM,South,9,2,2,1,22.22,22.22,11.11
2025-01-29,WH-MUM,West,22,2,5,0,9.09,22.73,0.0
2025-01-30,WH-BLR,Central,17,3,3,2,17.65,17.65,11.76
2025-01-30,WH-BLR,East,11,0,4,2,0.0,36.36,18.18
2025-01-30,WH-BLR,North,19,5,2,4,26.32,10.53,21.05
2025-01-30,WH-BLR,South,18,5,4,5,27.78,22.22,27.78
2025-01-30,WH-BLR,West,16,3,4,2,18.75,25.0,12.5
2025-01-30,WH-CHE,Central,12,3,1,4,25.0,8.33,33.33
2025-01-30,WH-CHE,East,20,3,4,7,15.0,20.0,35.0
2025-01-30,WH-CHE,North,19,4,3,5,21.05,15.79,26.32
2025-01-30,WH-CHE,South,12,1,2,1,8.33,16.67,8.33
2025-01-30,WH-CHE,West,21,7,4,3,33.33,19.05,14.29
2025-01-30,WH-DEL,Central,18,7,1,2,38.89,5.56,11.11
2025-01-30,WH-DEL,East,16,3,3,4,18.75,18.75,25.0
2025-01-30,WH-DEL,North,17,3,4,7,17.65,23.53,41.18
2025-01-30,WH-DEL,South,21,7,5,4,33.33,23.81,19.05
2025-01-30,WH-DEL,West,16,3,3,3,18.75,18.75,18.75
2025-01-30,WH-HYD,Central,13,2,1,3,15.38,7.69,23.08
2025-01-30,WH-HYD,East,17,3,1,3,17.65,5.88,17.65
2025-01-30,WH-HYD,North,14,2,2,6,14.29,14.29,42.86
2025-01-30,WH-HYD,South,15,3,3,4,20.0,20.0,26.67
2025-01-30,WH-HYD,West,16,4,6,1,25.0,37.5,6.25
2025-01-30,WH-MUM,Central,19,4,2,4,21.05,10.53,21.05
2025-01-30,WH-MUM,East,19,5,3,3,26.32,15.79,15.79
2025-01-30,WH-MUM,North,20,6,3,4,30.0,15.0,20.0
2025-01-30,WH-MUM,South,17,4,4,3,23.53,23.53,17.65
2025-01-30,WH-MUM,West,10,4,3,0,40.0,30.0,0.0
2025-01-31,WH-BLR,Central,20,5,4,3,25.0,20.0,15.0
2025-01-31,WH-BLR,East,22,7,3,2,31.82,13.64,9.09
2025-01-31,WH-BLR,North,17,3,4,3,17.65,23.53,17.65
2025-01-31,WH-BLR,South,17,3,5,2,17.65,29.41,11.76
2025-01-31,WH-BLR,West,16,2,2,2,12.5,12.5,12.5
2025-01-31,WH-CHE,Central,29,6,5,7,20.69,17.24,24.14
2025-01-31,WH-CHE,East,20,6,4,5,30.0,20.0,25.0
2025-01-31,WH-CHE,North,19,2,7,4,10.53,36.84,21.05
2025-01-31,WH-CHE,South,13,2,3,6,15.38,23.08,46.15
2025-01-31,WH-CHE,West,20,5,3,6,25.0,15.0,30.0
2025-01-31,WH-DEL,Central,21,3,5,3,14.29,23.81,14.29
2025-01-31,WH-DEL,East,17,4,3,1,23.53,17.65,5.88
2025-01-31,WH-DEL,North,25,4,7,4,16.0,28.0,16.0
2025-01-31,WH-DEL,South,15,5,2,4,33.33,13.33,26.67
2025-01-31,WH-DEL,West,14,1,3,6,7.14,21.43,42.86
2025-01-31,WH-HYD,Central,13,3,1,4,23.08,7.69,30.77
