order_id,customer_id,order_date,status,total_amount,discount_amount,payment_method,warehouse_id,region,load_ts,bronze_ingestion_timestamp,source_file_name,load_date
ORD00004252,CUST005701,2025-02-23 03:08:18,delivered,356.23,64.72,UPI,WH-HYD,West,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004253,CUST000869,2025-02-05 02:22:18,shipped,21382.54,5705.46,COD,WH-DEL,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004254,CUST005558,2025-01-17 18:45:17,cancelled,18652.38,2699.96,UPI,WH-HYD,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004255,CUST002464,2025-02-24 05:10:00,cancelled,17331.72,3432.55,net_banking,WH-BLR,West,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004256,CUST000897,2025-04-01 13:21:13,cancelled,48899.3,5337.04,net_banking,WH-DEL,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004257,CUST000666,2025-02-20 16:51:21,unknown,9269.78,1772.41,net_banking,WH-MUM,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004258,CUST001481,2025-04-07 18:29:23,delivered,35712.21,2913.58,net_banking,WH-BLR,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004259,CUST009918,2025-02-14 17:13:32,cancelled,39089.91,6619.41,credit_card,WH-BLR,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004260,CUST003312,2025-01-22 18:42:00,cancelled,37001.08,5696.48,credit_card,WH-DEL,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004261,CUST001999,2025-01-07 04:11:45,shipped,45095.07,13186.88,credit_card,WH-CHE,West,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004262,CUST009485,2025-02-24 12:30:08,delivered,12504.07,87.05,credit_card,WH-CHE,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004263,CUST002919,2025-01-26 15:36:04,shipped,33361.2,6538.66,debit_card,WH-CHE,West,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004264,CUST008721,2025-01-17 04:20:02,cancelled,38655.4,5175.35,COD,WH-MUM,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004265,CUST003311,2025-04-15 22:12:53,cancelled,37639.41,6726.72,credit_card,WH-CHE,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004266,CUST005683,2025-04-07 09:55:12,PENDING,8189.13,1671.89,net_banking,WH-DEL,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004267,CUST006101,2025-02-10 19:21:47,cancelled,2608.7,719.53,credit_card,WH-CHE,North,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004268,CUST009760,2025-04-02 19:44:45,shipped,15455.18,1982.48,UPI,WH-CHE,North,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004269,CUST005546,2025-02-21 22:41:17,PENDING,42578.66,9702.25,net_banking,WH-BLR,West,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004270,CUST004121,2025-01-21 21:50:26,shipped,3927.81,743.67,UPI,WH-CHE,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004271,CUST004120,2025-03-06 22:09:32,shipped,17495.13,4889.42,net_banking,WH-MUM,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004272,CUST002869,2025-01-20 01:01:20,PENDING,22825.28,1882.56,credit_card,WH-DEL,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004273,CUST006307,2025-04-02 03:28:37,shipped,35878.09,803.84,credit_card,WH-HYD,North,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004274,CUST002369,2025-02-04 17:20:17,delivered,23642.16,3544.68,debit_card,WH-DEL,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004275,CUST009378,2025-02-25 23:49:16,shipped,44667.91,5822.48,net_banking,WH-MUM,West,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004276,CUST001440,2025-04-12 00:04:17,shipped,13510.21,855.72,COD,WH-BLR,North,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004277,CUST007409,2025-02-11 22:22:53,shipped,24788.68,374.86,COD,WH-HYD,North,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004278,CUST002287,2025-02-24 19:27:05,unknown,20656.17,1704.32,net_banking,WH-BLR,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004279,CUST001519,2025-01-27 01:32:54,delivered,10897.84,814.72,debit_card,WH-MUM,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004280,CUST002411,2025-03-06 18:43:02,placed,30628.42,3755.45,COD,WH-BLR,West,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004281,CUST006237,2025-02-08 11:20:32,PENDING,35894.84,5190.67,net_banking,WH-CHE,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004282,CUST008641,2025-01-30 18:43:28,delivered,44678.05,8582.9,UPI,WH-CHE,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004283,CUST003253,2025-03-13 19:54:48,delivered,12350.59,2104.98,credit_card,WH-CHE,North,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004284,CUST005732,2025-01-01 05:31:24,unknown,25384.28,6681.24,UPI,WH-CHE,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004285,CUST004510,2025-02-01 09:33:19,delivered,31472.49,4563.48,COD,WH-HYD,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004286,CUST004295,2025-03-04 01:55:27,delivered,20381.53,4080.62,COD,WH-MUM,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004287,CUST001836,2025-02-14 02:15:07,PENDING,20486.68,1380.44,UPI,WH-MUM,West,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004288,CUST001348,2025-03-18 02:45:33,shipped,8668.02,2490.75,COD,WH-BLR,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004289,CUST007687,2025-01-30 22:28:20,PENDING,25653.71,2239.73,COD,WH-DEL,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004290,CUST004353,2025-02-02 23:44:13,cancelled,5933.48,1530.37,COD,WH-BLR,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004291,CUST007432,2025-02-07 07:27:36,placed,12915.84,3873.35,credit_card,WH-CHE,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004292,CUST006557,2025-02-02 01:14:50,cancelled,30869.59,5122.83,COD,WH-CHE,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004293,CUST001457,2025-02-21 10:16:56,delivered,39063.45,4196.01,COD,WH-HYD,West,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004294,CUST003534,2025-01-19 20:24:42,PENDING,6340.98,203.82,credit_card,WH-CHE,West,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004295,CUST001099,2025-01-06 23:36:08,delivered,9448.41,169.38,credit_card,WH-MUM,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004296,CUST003029,2025-01-26 21:11:16,delivered,26963.32,7779.25,COD,WH-DEL,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004297,CUST004991,2025-03-08 19:52:03,shipped,37436.01,242.59,net_banking,WH-BLR,North,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004298,CUST004401,2025-01-27 00:39:30,shipped,3668.63,1025.99,debit_card,WH-BLR,West,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004299,CUST001782,2025-04-07 02:41:24,shipped,3994.28,245.41,COD,WH-HYD,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004300,CUST005584,2025-03-25 23:40:40,placed,25006.98,602.84,UPI,WH-HYD,North,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004301,,2025-03-15 12:56:06,delivered,23158.45,4055.46,COD,WH-DEL,North,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004302,CUST000485,2025-04-16 15:22:20,delivered,38674.35,2276.93,COD,WH-HYD,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004303,CUST009297,2025-03-21 13:11:28,shipped,22943.21,3307.16,credit_card,WH-MUM,North,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004304,CUST004427,2025-02-20 19:05:48,cancelled,145.48,19.86,UPI,WH-MUM,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004305,CUST003113,2025-02-16 06:33:27,delivered,43509.33,7623.16,credit_card,WH-HYD,North,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004306,CUST003433,2025-01-23 05:28:55,delivered,15934.72,3002.68,credit_card,WH-HYD,North,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004307,CUST008610,2025-02-20 09:32:20,shipped,39163.25,7113.58,net_banking,WH-CHE,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004308,CUST004584,2025-04-02 18:07:14,delivered,5717.15,1460.28,COD,WH-MUM,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004309,CUST005880,2025-01-10 22:54:04,delivered,16115.3,2193.96,UPI,WH-BLR,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004310,CUST007450,2025-02-05 16:03:02,PENDING,8427.31,1738.38,COD,WH-MUM,North,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004311,CUST005045,2025-04-11 13:26:31,delivered,6575.77,1225.47,COD,WH-CHE,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004312,CUST003071,2025-01-04 00:42:16,cancelled,8782.9,521.27,credit_card,WH-DEL,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004313,CUST004722,2025-03-28 03:24:00,cancelled,47324.66,4947.02,debit_card,WH-HYD,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004314,CUST009328,2025-03-28 23:40:49,delivered,25732.71,4943.89,COD,WH-CHE,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004315,CUST005248,2025-01-27 16:09:31,delivered,44396.63,7281.73,COD,WH-CHE,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004316,CUST006452,2025-01-30 03:07:25,shipped,44778.36,11909.18,credit_card,WH-CHE,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004317,CUST000407,2025-01-17 14:02:35,cancelled,45482.27,4243.1,debit_card,WH-BLR,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004318,CUST000907,2025-04-03 17:53:26,delivered,840.74,149.14,net_banking,WH-MUM,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004319,CUST009686,2025-02-02 00:13:01,unknown,32115.9,5899.19,credit_card,WH-DEL,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004320,CUST006354,2025-04-14 05:48:49,placed,35497.86,230.04,credit_card,WH-DEL,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004321,CUST000830,2025-04-13 11:25:37,cancelled,36096.88,7178.69,UPI,WH-DEL,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004322,CUST000589,2025-03-15 14:10:58,shipped,38600.67,4684.12,UPI,WH-BLR,West,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004323,CUST005565,2025-01-26 17:35:07,placed,46550.94,2809.05,credit_card,WH-BLR,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004324,CUST000377,2025-03-22 06:12:15,placed,20282.18,1472.77,debit_card,WH-MUM,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004325,CUST008900,2025-01-25 22:57:03,placed,21859.75,6195.27,debit_card,WH-HYD,West,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004326,CUST009537,2025-01-12 06:26:22,cancelled,13278.3,3766.06,UPI,WH-CHE,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004327,CUST002730,2025-03-17 08:40:51,cancelled,6654.29,1926.21,COD,WH-BLR,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004328,CUST002318,2025-03-08 22:20:39,placed,34288.45,10238.69,debit_card,WH-HYD,West,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004329,CUST005715,2025-02-15 01:40:53,refunded,41112.0,75.01,COD,WH-MUM,West,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004330,CUST003772,2025-04-02 17:14:36,placed,40924.53,9734.17,debit_card,WH-CHE,North,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004331,CUST004897,2025-01-30 00:30:57,placed,9181.19,1202.95,COD,WH-DEL,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004332,CUST001982,2025-02-17 23:15:27,shipped,19980.99,5732.32,UPI,WH-BLR,North,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004333,CUST006490,2025-03-24 13:37:15,cancelled,21511.44,6323.95,UPI,WH-BLR,North,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004334,CUST007912,2025-03-31 14:52:14,delivered,12171.32,3470.6,credit_card,WH-BLR,West,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004335,CUST001806,2025-02-14 21:21:02,placed,49782.5,12272.58,net_banking,WH-MUM,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004336,CUST005221,2025-02-01 21:05:23,refunded,46003.89,8709.27,net_banking,WH-CHE,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004337,CUST003039,2025-03-15 17:04:41,cancelled,38018.25,6023.99,UPI,WH-BLR,West,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004338,CUST005339,2025-01-20 00:12:02,shipped,2707.11,158.64,debit_card,WH-DEL,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004339,CUST008022,2025-04-01 22:05:12,cancelled,36822.07,1167.94,COD,WH-BLR,North,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004340,CUST002846,2025-01-22 16:25:56,cancelled,43772.88,2343.52,net_banking,WH-HYD,North,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004341,CUST001448,2025-03-17 18:15:43,placed,21467.86,273.64,debit_card,WH-CHE,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004342,CUST001831,2025-03-28 09:36:36,cancelled,30621.35,1282.37,net_banking,WH-BLR,West,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004343,CUST005504,2025-02-03 13:59:34,cancelled,42109.77,7704.9,debit_card,WH-HYD,West,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004344,CUST008096,2025-01-08 18:23:05,shipped,49951.71,2455.94,debit_card,WH-CHE,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004345,CUST000006,2025-03-07 23:11:29,delivered,46917.64,10617.38,credit_card,WH-DEL,West,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004346,CUST000476,2025-03-15 03:53:05,unknown,37026.29,7173.78,debit_card,WH-DEL,West,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004347,CUST004760,2025-01-04 17:53:27,delivered,38357.08,11108.53,debit_card,WH-HYD,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004348,CUST001161,2025-03-05 00:56:22,delivered,11114.71,584.63,UPI,WH-CHE,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004349,CUST003334,2025-02-04 21:17:14,unknown,25025.69,3204.51,debit_card,WH-DEL,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004350,CUST005451,2025-01-18 01:19:13,delivered,49442.38,8602.63,debit_card,WH-DEL,North,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004351,CUST002976,2025-03-01 09:25:35,shipped,42276.51,1445.02,credit_card,WH-BLR,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004352,CUST004949,2025-02-06 14:05:30,refunded,37938.03,9722.33,net_banking,WH-DEL,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004353,CUST009703,2025-02-06 23:07:06,placed,35131.86,708.14,debit_card,WH-MUM,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004354,CUST009244,2025-02-08 00:24:49,delivered,47770.02,9816.01,net_banking,WH-MUM,West,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004355,CUST009661,2025-01-24 12:48:26,delivered,5031.91,1341.31,debit_card,WH-DEL,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004356,CUST008575,2025-04-06 09:35:27,shipped,38161.76,3000.16,COD,WH-BLR,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004357,CUST000812,2025-03-31 14:10:07,shipped,9031.53,1076.0,UPI,WH-MUM,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004358,CUST003134,2025-01-01 18:29:10,shipped,10347.46,2592.39,credit_card,WH-BLR,West,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004359,CUST002932,2025-01-09 08:34:50,placed,28028.69,5206.6,debit_card,WH-BLR,West,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004360,CUST003734,2025-01-24 03:16:01,delivered,26797.63,365.97,net_banking,WH-HYD,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004361,CUST003458,2025-01-07 07:03:38,unknown,49631.58,6250.5,UPI,WH-MUM,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004362,CUST006748,2025-03-14 07:36:03,cancelled,1008.19,287.84,UPI,WH-MUM,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004363,CUST003998,2025-01-28 01:15:10,shipped,17040.88,3870.63,net_banking,WH-DEL,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004364,CUST003970,2025-03-07 03:17:26,cancelled,36279.33,5231.7,UPI,WH-DEL,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004365,CUST004174,2025-01-17 03:54:13,delivered,8046.4,162.32,COD,WH-MUM,West,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004366,CUST009274,2025-01-08 09:04:18,placed,22704.11,1790.48,credit_card,WH-CHE,West,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004367,CUST005972,2025-03-12 15:27:51,delivered,10131.72,2568.2,UPI,WH-CHE,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004368,CUST000928,2025-01-28 04:35:29,cancelled,49533.62,4829.07,debit_card,WH-CHE,North,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004369,CUST005604,2025-01-22 09:02:11,PENDING,10975.35,2901.45,COD,WH-HYD,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004370,CUST006814,2025-01-26 04:04:27,placed,14713.12,4229.16,UPI,WH-DEL,West,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004371,CUST001391,2025-02-23 09:03:48,delivered,14933.55,4256.43,UPI,WH-MUM,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004372,CUST003868,2025-02-14 10:30:28,cancelled,3990.81,1058.69,COD,WH-CHE,West,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004373,CUST000183,2025-03-14 18:41:24,placed,33516.66,1746.93,debit_card,WH-MUM,West,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004374,CUST005292,2025-03-05 02:49:10,placed,40147.11,9923.89,net_banking,WH-BLR,West,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004375,CUST007640,2025-03-01 21:36:08,PENDING,35776.62,6853.98,net_banking,WH-MUM,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004376,CUST002951,2025-02-13 14:12:24,cancelled,35303.55,1529.87,UPI,WH-HYD,West,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004377,CUST007827,2025-04-08 01:43:13,delivered,35613.25,6720.69,debit_card,WH-MUM,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004378,CUST006515,2025-01-16 10:29:03,shipped,4146.48,367.89,COD,WH-HYD,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004379,CUST004844,2025-03-30 10:37:58,cancelled,34454.26,4815.57,UPI,WH-MUM,West,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004380,CUST005154,2025-03-02 02:32:58,delivered,30125.06,2051.77,debit_card,WH-DEL,North,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004381,CUST007825,2025-01-22 21:13:55,refunded,4980.29,111.49,UPI,WH-MUM,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004382,CUST000940,2025-02-14 11:10:16,cancelled,27995.09,6064.21,net_banking,WH-MUM,West,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004383,CUST000988,2025-02-28 20:36:34,cancelled,42984.1,5153.42,debit_card,WH-DEL,West,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004384,CUST008437,2025-03-20 10:55:38,cancelled,9154.39,2313.62,debit_card,WH-CHE,West,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004385,CUST003637,2025-01-24 17:17:04,delivered,29015.9,6296.29,COD,WH-HYD,North,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004386,CUST000282,2025-02-21 18:10:52,placed,22921.85,2288.81,COD,WH-CHE,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004387,CUST002161,2025-04-02 23:37:13,placed,4730.44,1217.56,credit_card,WH-MUM,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004388,CUST002391,2025-02-22 00:45:24,shipped,20208.56,1503.71,debit_card,WH-BLR,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004389,CUST000969,2025-01-15 06:17:14,placed,3670.18,1064.18,debit_card,WH-DEL,North,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004390,CUST005726,2025-02-18 04:01:15,placed,9188.68,1529.48,debit_card,WH-DEL,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004391,CUST004681,2025-03-10 20:08:53,delivered,28543.54,7157.43,UPI,WH-CHE,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004392,CUST006511,2025-02-20 11:47:39,cancelled,19836.39,5270.71,UPI,WH-MUM,North,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004393,CUST008682,2025-03-03 01:12:46,cancelled,40863.01,10890.57,UPI,WH-BLR,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004394,CUST008552,2025-04-04 21:38:34,delivered,14968.54,283.11,debit_card,WH-MUM,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004395,CUST005446,2025-01-05 23:38:46,unknown,1840.51,510.13,credit_card,WH-DEL,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004396,CUST009575,2025-03-05 07:07:26,delivered,40935.39,2161.45,net_banking,WH-HYD,North,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004397,CUST009901,2025-04-15 03:01:44,cancelled,44644.53,130.6,UPI,WH-MUM,West,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004398,CUST004370,2025-04-13 01:55:06,shipped,4012.49,1035.2,debit_card,WH-BLR,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004399,CUST005313,2025-04-10 09:56:27,cancelled,39671.76,1320.64,UPI,WH-CHE,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004400,CUST003807,2025-04-09 22:33:54,delivered,19905.73,1181.54,COD,WH-BLR,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00004401,,2025-02-16 17:05:07,unknown,30906.91,2588.11,debit_card,WH-HYD,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
