order_id,customer_id,order_date,status,total_amount,discount_amount,payment_method,warehouse_id,region,load_ts,bronze_ingestion_timestamp,source_file_name,load_date,quarantine_reason
ORD00014501,,2025-03-22 08:03:35,cancelled,33710.57,4893.56,COD,WH-HYD,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00014601,,2025-04-13 20:44:35,placed,37402.78,926.41,net_banking,WH-HYD,West,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00014701,,2025-01-13 19:11:14,delivered,9553.92,1087.24,UPI,WH-DEL,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00014801,,2025-02-16 19:41:53,delivered,28720.95,3143.29,net_banking,WH-DEL,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00014901,,2025-01-15 19:26:14,shipped,28033.53,661.53,debit_card,WH-HYD,West,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00015001,,2025-03-29 02:20:23,delivered,7180.83,1240.0,debit_card,WH-BLR,North,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00015101,,2025-01-04 06:29:37,shipped,19864.42,1958.02,credit_card,WH-MUM,West,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00015201,,2025-01-26 13:29:16,refunded,45207.12,97.51,net_banking,WH-BLR,North,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00015301,,2025-02-23 15:58:13,shipped,11866.86,1266.57,net_banking,WH-MUM,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00015401,,2025-03-01 01:18:17,PENDING,44637.23,7725.78,COD,WH-HYD,North,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00015501,,2025-03-17 04:19:18,PENDING,18813.74,1808.87,net_banking,WH-CHE,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00015601,,2025-03-02 08:37:04,shipped,17286.49,1579.41,UPI,WH-DEL,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00015701,,2025-01-08 05:03:46,shipped,11860.46,165.44,UPI,WH-HYD,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00015801,,2025-03-23 17:53:53,shipped,32751.46,5431.3,debit_card,WH-HYD,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00015901,,2025-02-05 00:12:37,cancelled,11259.25,585.48,UPI,WH-HYD,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00016001,,2025-01-07 04:36:10,shipped,46837.18,2919.67,UPI,WH-MUM,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00016101,,2025-03-17 04:24:14,shipped,25490.54,4039.5,COD,WH-MUM,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00016201,,2025-01-28 14:49:40,shipped,16960.07,1680.22,net_banking,WH-MUM,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00016301,,2025-01-20 08:52:02,placed,46434.23,831.74,debit_card,WH-MUM,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00016401,,2025-02-14 17:55:49,placed,16470.8,1396.45,debit_card,WH-DEL,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00016501,,2025-03-08 11:32:47,shipped,38834.32,990.06,COD,WH-BLR,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00016601,,2025-01-01 16:12:59,shipped,5178.01,900.01,COD,WH-HYD,West,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00016701,,2025-03-03 15:46:42,delivered,22357.3,4813.18,net_banking,WH-HYD,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00016801,,2025-02-28 08:56:58,delivered,27816.08,5196.84,COD,WH-CHE,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00016901,,2025-01-03 08:48:10,cancelled,30341.48,6219.26,credit_card,WH-DEL,West,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00017001,,2025-03-07 18:33:04,placed,1213.61,363.9,debit_card,WH-DEL,West,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00017101,,2025-01-14 19:36:06,placed,48895.34,3908.93,debit_card,WH-CHE,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00017201,,2025-01-17 07:24:14,shipped,34355.13,6601.51,UPI,WH-DEL,West,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00017301,,2025-02-07 19:10:08,placed,23321.44,4940.34,net_banking,WH-MUM,West,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00017401,,2025-01-05 23:58:00,cancelled,15101.1,1773.32,credit_card,WH-DEL,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00017501,,2025-01-03 20:02:47,delivered,35674.49,9029.48,debit_card,WH-DEL,West,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00017601,,2025-03-14 16:51:34,delivered,27344.29,2283.84,net_banking,WH-MUM,West,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00017701,,2025-04-07 23:22:57,PENDING,44985.02,12456.93,debit_card,WH-CHE,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00017801,,2025-02-15 06:27:44,cancelled,20748.71,958.07,COD,WH-DEL,North,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00017901,,2025-01-21 00:35:03,refunded,45397.41,446.77,debit_card,WH-DEL,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00018001,,2025-01-20 23:39:51,shipped,43029.08,9278.82,net_banking,WH-MUM,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00018101,,2025-02-28 03:04:53,delivered,42079.16,962.98,net_banking,WH-MUM,North,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00018201,,2025-03-23 04:34:32,placed,46798.9,7560.67,credit_card,WH-BLR,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00018301,,2025-03-21 21:09:01,shipped,46830.83,703.07,debit_card,WH-DEL,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00018401,,2025-01-26 05:38:10,cancelled,33131.68,4127.38,net_banking,WH-HYD,North,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00018501,,2025-01-17 00:47:41,cancelled,34957.03,1329.84,credit_card,WH-HYD,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00018601,,2025-02-19 02:50:52,shipped,40512.69,4017.83,UPI,WH-CHE,North,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00018701,,2025-02-02 20:27:50,placed,17753.92,1418.3,net_banking,WH-CHE,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00018801,,2025-04-13 21:31:50,placed,24557.68,5533.46,net_banking,WH-MUM,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00018901,,2025-03-26 02:46:24,shipped,5173.88,9.77,COD,WH-BLR,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00019001,,2025-03-28 14:55:34,shipped,6625.07,866.0,net_banking,WH-BLR,West,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00019101,,2025-01-16 05:28:42,PENDING,26877.23,7932.66,credit_card,WH-MUM,West,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00019201,,2025-02-13 02:26:13,refunded,46437.38,9345.31,UPI,WH-DEL,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00019301,,2025-01-07 23:12:06,shipped,45358.07,2736.29,COD,WH-BLR,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00019401,,2025-03-07 12:01:51,cancelled,47477.61,7134.45,UPI,WH-CHE,West,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00019501,,2025-02-08 03:11:14,cancelled,10028.55,1663.66,COD,WH-DEL,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00019601,,2025-01-26 12:01:44,delivered,17248.98,1289.36,net_banking,WH-HYD,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00019701,,2025-02-10 15:53:24,shipped,23005.04,803.57,UPI,WH-CHE,West,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00019801,,2025-01-31 08:17:48,cancelled,48525.87,6678.84,net_banking,WH-HYD,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00019901,,2025-02-07 23:22:04,shipped,47278.7,5351.14,net_banking,WH-BLR,West,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00020001,,2025-01-07 03:27:23,shipped,9288.32,2009.74,COD,WH-CHE,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00020101,,2025-02-13 00:36:10,delivered,28169.65,2125.05,UPI,WH-DEL,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00020201,,2025-04-07 06:33:12,refunded,40942.3,1890.86,net_banking,WH-BLR,North,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00020301,,2025-02-13 21:37:15,cancelled,29205.91,3962.68,debit_card,WH-DEL,North,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00020401,,2025-04-03 17:38:38,shipped,11819.86,3464.83,net_banking,WH-CHE,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00020501,,2025-01-15 06:18:46,shipped,49140.55,5629.62,credit_card,WH-DEL,West,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00020601,,2025-01-24 12:23:35,placed,4161.5,568.8,credit_card,WH-HYD,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00020701,,2025-02-11 06:18:49,placed,8031.94,1597.95,COD,WH-HYD,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00020801,,2025-04-07 06:20:54,PENDING,41368.59,4100.6,debit_card,WH-HYD,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00020901,,2025-02-22 09:01:11,placed,20385.16,4022.6,UPI,WH-DEL,West,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00021001,,2025-02-28 18:02:21,shipped,22061.42,3913.88,COD,WH-DEL,North,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00021101,,2025-03-08 10:34:38,shipped,3493.42,654.63,debit_card,WH-BLR,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00021201,,2025-02-14 01:24:46,unknown,24278.41,5746.14,credit_card,WH-CHE,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00021301,,2025-03-04 23:55:19,shipped,32722.39,6269.14,credit_card,WH-CHE,North,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00021401,,2025-02-25 15:21:05,placed,47140.81,11783.9,UPI,WH-CHE,North,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00021501,,2025-01-10 06:04:41,shipped,25262.15,5790.25,net_banking,WH-MUM,West,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00021601,,2025-02-06 01:43:41,placed,20755.5,4970.34,net_banking,WH-DEL,North,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00021701,,2025-04-11 05:17:19,PENDING,39933.24,3230.87,UPI,WH-HYD,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00021801,,2025-01-04 01:11:37,unknown,3011.98,743.98,credit_card,WH-MUM,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00021901,,2025-02-03 21:07:19,placed,1115.37,260.77,UPI,WH-DEL,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00022001,,2025-02-10 10:45:05,unknown,48292.76,8979.85,net_banking,WH-BLR,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00022101,,2025-02-04 07:59:08,PENDING,7593.72,359.82,COD,WH-HYD,West,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00022201,,2025-03-23 11:31:04,delivered,19171.79,1759.67,net_banking,WH-HYD,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00022301,,2025-01-19 14:00:51,shipped,33575.35,4225.1,net_banking,WH-DEL,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00022401,,2025-02-10 06:52:34,shipped,18013.23,3726.44,credit_card,WH-BLR,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00022501,,2025-02-17 18:49:46,delivered,32126.58,6258.08,credit_card,WH-BLR,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00022601,,2025-04-13 15:01:36,cancelled,29474.59,2740.21,credit_card,WH-HYD,North,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00022701,,2025-04-02 05:01:38,placed,16317.21,2773.85,net_banking,WH-CHE,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00022801,,2025-03-17 14:22:12,placed,15241.68,1350.84,UPI,WH-DEL,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00022901,,2025-04-07 22:25:26,refunded,22202.66,5101.68,debit_card,WH-BLR,North,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00023001,,2025-02-20 05:18:06,cancelled,45476.47,786.01,COD,WH-DEL,North,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00023101,,2025-04-14 14:01:21,placed,5741.29,408.2,credit_card,WH-CHE,North,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00023201,,2025-02-12 12:11:28,shipped,49495.32,12669.1,debit_card,WH-MUM,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00023301,,2025-02-20 14:42:01,shipped,7177.72,19.68,credit_card,WH-HYD,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00023401,,2025-04-16 06:17:14,shipped,30253.59,434.86,debit_card,WH-BLR,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00023501,,2025-02-13 14:59:45,unknown,100.8,8.6,UPI,WH-HYD,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00023601,,2025-03-04 10:28:48,cancelled,5941.86,1246.93,debit_card,WH-HYD,North,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00023701,,2025-03-05 19:51:23,cancelled,5092.97,482.34,net_banking,WH-CHE,West,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00023801,,2025-01-09 08:48:35,delivered,5737.54,93.34,COD,WH-BLR,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00023901,,2025-02-01 04:50:45,shipped,31518.8,5392.54,credit_card,WH-DEL,West,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00024001,,2025-02-19 22:38:45,placed,9971.02,566.33,UPI,WH-BLR,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00024101,,2025-01-07 17:32:31,placed,48383.58,2340.6,COD,WH-CHE,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00024201,,2025-04-07 05:30:30,delivered,43864.97,6863.29,UPI,WH-DEL,West,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00024301,,2025-02-13 11:33:52,delivered,34313.61,6535.82,COD,WH-DEL,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00024401,,2025-03-10 08:42:51,shipped,3483.12,396.65,debit_card,WH-DEL,North,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00024501,,2025-02-07 02:50:45,shipped,8053.07,1519.2,net_banking,WH-CHE,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00024601,,2025-03-10 13:59:25,cancelled,10958.26,2995.07,COD,WH-MUM,North,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00024701,,2025-03-13 20:21:46,shipped,2346.33,591.3,debit_card,WH-HYD,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00024801,,2025-04-07 15:53:45,delivered,27773.96,1257.63,credit_card,WH-HYD,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00024901,,2025-02-15 12:50:53,delivered,48687.81,11142.33,credit_card,WH-HYD,West,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00025001,,2025-04-09 05:07:02,shipped,37963.22,7482.88,net_banking,WH-CHE,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00025101,,2025-02-08 17:57:40,delivered,40700.33,8522.0,UPI,WH-DEL,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00025201,,2025-01-31 04:49:30,shipped,39262.87,3272.44,UPI,WH-HYD,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00025301,,2025-01-03 17:00:57,refunded,5710.68,1474.56,credit_card,WH-BLR,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00025401,,2025-04-11 11:51:18,refunded,3282.03,935.26,UPI,WH-MUM,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00025501,,2025-02-27 16:29:56,cancelled,16742.6,2972.06,credit_card,WH-DEL,North,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00025601,,2025-02-07 00:51:22,placed,31892.19,3347.41,debit_card,WH-DEL,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00025701,,2025-01-22 05:21:54,PENDING,49425.25,13838.79,credit_card,WH-DEL,West,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00025801,,2025-03-03 05:27:21,shipped,37464.78,2280.35,debit_card,WH-MUM,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00025901,,2025-01-28 09:24:29,shipped,48155.64,4357.03,COD,WH-BLR,North,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00026001,,2025-03-11 02:18:20,delivered,20141.86,4357.75,UPI,WH-CHE,West,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00026101,,2025-02-03 18:34:57,refunded,39228.89,4051.76,debit_card,WH-HYD,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00026201,,2025-01-21 09:27:25,cancelled,17167.79,4718.98,UPI,WH-HYD,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00026301,,2025-01-22 00:54:25,refunded,838.3,149.88,COD,WH-CHE,North,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00026401,,2025-01-11 19:42:48,delivered,33262.73,2496.32,COD,WH-BLR,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00026501,,2025-02-06 01:53:27,cancelled,15726.1,4341.17,net_banking,WH-DEL,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00026601,,2025-03-24 23:41:52,shipped,15532.38,3459.84,UPI,WH-DEL,West,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00026701,,2025-02-02 12:12:45,delivered,26079.89,4123.25,debit_card,WH-CHE,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00026801,,2025-02-10 04:39:37,shipped,43506.27,5483.61,COD,WH-CHE,West,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00026901,,2025-01-07 04:13:13,placed,17949.76,4928.28,COD,WH-CHE,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00027001,,2025-04-05 19:52:28,placed,23294.08,1839.6,net_banking,WH-BLR,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00027101,,2025-03-28 13:58:40,shipped,6587.56,1457.34,COD,WH-HYD,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00027201,,2025-01-18 15:57:37,placed,11383.34,295.97,credit_card,WH-HYD,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00027301,,2025-04-09 00:16:47,shipped,44639.27,7471.55,debit_card,WH-MUM,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00027401,,2025-03-09 02:03:06,placed,27833.28,3177.15,COD,WH-MUM,North,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00027501,,2025-01-15 03:12:35,shipped,8829.7,1449.94,credit_card,WH-DEL,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00027601,,2025-03-11 06:02:21,shipped,13207.42,607.96,UPI,WH-HYD,West,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00027701,,2025-02-07 03:11:32,shipped,42484.73,2257.32,net_banking,WH-BLR,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00027801,,2025-03-21 15:50:55,placed,36340.47,4102.72,debit_card,WH-BLR,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00027901,,2025-02-25 21:09:09,delivered,37170.69,1278.5,COD,WH-HYD,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00028001,,2025-03-14 22:06:31,shipped,42890.74,9967.11,COD,WH-DEL,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00028101,,2025-02-27 15:41:11,delivered,33368.62,8877.09,net_banking,WH-BLR,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00028201,,2025-03-20 07:48:25,delivered,43354.31,4676.91,net_banking,WH-MUM,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00028301,,2025-01-31 09:02:18,unknown,13899.58,2335.38,net_banking,WH-MUM,West,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00028401,,2025-01-20 04:49:50,cancelled,16382.63,2255.95,UPI,WH-DEL,North,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00028501,,2025-02-11 11:09:19,unknown,31085.08,3215.37,COD,WH-BLR,West,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00028601,,2025-03-20 02:22:32,unknown,32124.84,1418.28,UPI,WH-BLR,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00028701,,2025-03-19 11:55:35,delivered,43641.39,896.51,net_banking,WH-CHE,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00028801,,2025-03-30 12:24:54,placed,42180.7,10182.86,debit_card,WH-MUM,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00028901,,2025-01-17 16:21:17,delivered,42298.61,6384.34,debit_card,WH-BLR,West,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
